Height,Error (Validator),Error (Actor)
901,1.3773046399453536e-22,5.942216755634563e-11
1901,3.770171101097148e-21,4.713866917360391e-09
2901,6.166354327610607e-18,6.821934685680139e-08
3901,1.4669149780354674e-15,0.00021900551043712424
4901,1.3270989648928702e-23,3.435912303525051e-11
5901,1.5121713327008135e-17,1.3788079415290308e-05
6901,2.5069740787774282e-18,9.588382881293485e-07
7901,1.4944786430498167e-17,2.4639977010930986e-07
8901,1.4024171710860383e-24,3.757461591258168e-15
9901,1.6034237460058236e-18,8.738630602463498e-08
10901,6.163558933364455e-19,8.01553371869122e-08
11901,1.3138296047388703e-24,1.95631662291395e-17
12901,1.2755671907483043e-21,2.2840762399950792e-10
13901,6.24612050820755e-19,2.757633816394092e-08
14901,3.855976820676239e-21,2.7973720211351563e-10
15901,8.469500493502573e-24,6.8181718482910175e-12
16901,5.390807492279365e-17,1.8765007864167534e-06
17901,3.150642860092406e-20,3.893077531424116e-09
18901,3.926614112334161e-24,3.868646537189335e-15
19901,3.0700509868876834e-20,3.4562954103769586e-07
20901,3.925889392064823e-21,2.428537956805307e-11
21901,7.010479045601534e-23,1.882939253451484e-12
22901,1.8794545729545757e-20,1.7076891790734878e-09
23901,1.013668502796737e-18,1.0952879828581669e-07
24901,2.2045258553105768e-23,2.1000460554060372e-09
25901,1.1282966732534829e-20,4.3807697492840345e-10
26901,7.421305199428894e-23,1.7110800629109625e-10
27901,3.212349997190073e-20,9.161218217721807e-09
28901,7.632697577002688e-15,0.001720948273052933
29901,9.885622019081902e-19,4.0560721620671415e-09
30901,1.1109200910627816e-20,2.411010344175102e-08
31901,3.769491368574914e-21,1.0126502295980082e-09
32901,3.857571352443764e-21,6.574496433247843e-10
33901,2.4977149419992517e-18,2.9783743930101496e-08
34901,6.190231447829008e-18,7.765071801944584e-07
35901,6.575859135782823e-19,2.755536391579829e-07
36901,1.5785109048575316e-17,1.4902406726734073e-05
37901,6.190678760364734e-19,3.037321975219574e-08
38901,4.658374230053576e-24,7.153167508451849e-12
