Height,Error (Validator),Error (Actor)
901,2.1999267293846227e-16,0.052986719600435064
1901,1.5240074683921068e-11,0.43672455016116557
2901,2.494455819462389e-19,0.0027053664974414195
3901,5.105846660109818e-16,0.032761435712856606
4901,2.905916740740198e-19,0.00018098584745147538
5901,2.2246811334820123e-16,0.030280075735997062
6901,4.415195063858905e-17,0.027820337658044057
7901,7.988403416778269e-12,0.4246009471753857
8901,8.424677844724503e-13,0.29520253464178803
9901,6.247206073870138e-20,0.0013453198818305363
10901,3.6450595454565156e-17,0.023531590058345226
11901,1.0468005227382302e-15,0.09351363166078344
12901,1.721346752399242e-16,0.04755039569817272
13901,3.1192859715868257e-13,0.264686762433771
14901,5.398580347921321e-18,0.01147769064780618
15901,8.272844087317822e-16,0.03483331925373996
16901,6.918828694913865e-17,0.01286585791655335
17901,1.4815479372067392e-18,0.0057068274622538075
18901,4.389733389472138e-14,0.11515414186938677
19901,1.939428345439311e-17,0.013023698156424436
20901,2.1431727957989242e-14,0.08857928671212176
21901,6.147386078072837e-20,0.0006740782651085502
22901,1.9127994228174616e-17,0.004649386820157165
23901,3.808878341583741e-22,1.9763890417763444e-06
24901,5.044935028435939e-14,0.15552564799241647
25901,4.607566677605536e-17,0.013529429943489287
26901,3.857884589765084e-19,0.0003762656163518244
27901,5.029968855453532e-15,0.09703833613786865
28901,1.599814503115326e-16,0.01844910588948221
29901,2.254850348760824e-18,0.0018020491792502663
30901,1.0101865827213155e-16,0.017928479418951957
31901,1.3755263082070268e-14,0.12269420873706173
32901,6.58881601331265e-17,0.012567606927505531
33901,4.370724381016197e-17,0.014094711055691768
34901,2.1175778934513615e-14,0.09907600306013571
35901,3.254529834212955e-16,0.04406738319443774
36901,3.079255111247613e-14,0.10868098306303804
37901,5.029698327309396e-15,0.0697949341170417
38901,1.8245724320893158e-24,8.836838437402521e-09
