Height,Error (Validator),Error (Actor)
901,6.983335725029162e-24,3.790040573541814e-13
1901,5.9118385163568666e-24,4.839726094552918e-12
2901,5.029864352152858e-24,1.2343058367162745e-18
3901,2.74436583129031e-24,1.6240010337204267e-20
4901,7.649734531081e-24,1.2818495362773943e-23
5901,4.490416700752848e-24,4.2004696823676265e-09
6901,8.142838922551208e-24,1.2346430876879455e-14
7901,4.490416700752848e-24,3.1690794904097065e-12
8901,7.649734531081e-24,1.396263171081499e-07
9901,2.744365831290311e-24,1.1630979069439643e-14
10901,2.5695937776563138e-24,8.03730899189881e-18
11901,4.490416700752848e-24,1.0428560775298373e-08
12901,2.744365831290311e-24,1.1002582609802553e-15
13901,7.649734531095457e-24,1.3695232903702883e-05
14901,7.012204472522112e-24,2.058431199420998e-08
15901,7.649734531081456e-24,7.229296515399598e-06
16901,7.012204472522112e-24,4.0608761351945575e-10
17901,2.744365831290311e-24,2.261079045541111e-16
18901,7.649734531081e-24,6.695126243524245e-15
19901,3.648102460536025e-24,8.12485570492266e-17
20901,2.744365831290311e-24,1.6599503194124653e-11
21901,2.7833091639444752e-24,4.0659969245641723e-13
22901,3.025348974034271e-24,8.337489366344045e-16
23901,7.649734531081e-24,3.1954488174107956e-14
24901,7.649734531081e-24,3.667085243164562e-17
25901,4.490416700752848e-24,4.7193068750906247e-14
26901,3.025348974034271e-24,1.4250307445795588e-10
27901,5.9118385163568666e-24,1.6655715372490162e-08
28901,5.9118385163568666e-24,4.287604395611414e-16
29901,2.5695937776563138e-24,8.21472411049607e-14
30901,5.029864352152858e-24,1.9276881266040154e-08
31901,2.744365831290311e-24,3.0296543746004085e-14
32901,5.9118385163568666e-24,8.502491906996005e-25
33901,2.7833091639444756e-24,4.721244280847693e-17
34901,3.025348974034271e-24,1.00900508514166e-13
35901,2.744365831290311e-24,2.5994634537684777e-17
36901,2.744365831290311e-24,4.2217323288962846e-14
37901,7.649734531081e-24,1.0588587049053417e-15
38901,7.649734531081e-24,9.290783954645315e-19
