Height,Error (Validator),Error (Actor)
901,2.6273767157070033e-09,0.0005857645979376639
1901,1.214711823935519e-06,0.138360166023815
2901,8.994533725186034e-08,0.009930307061371367
3901,8.837351701003108e-09,9.704659137970748e-05
4901,1.1983579935474921e-08,0.0013331795566598422
5901,5.456016292585089e-10,9.904956342997646e-06
6901,1.1923692284400412e-07,0.009530830777879253
7901,8.625205157532481e-07,0.10297531794410013
8901,1.480187970079382e-10,5.235966326024341e-07
9901,2.7166220882557003e-09,0.0003649539015994436
10901,2.1393301446008985e-08,0.004021953688461534
11901,5.562786723432161e-09,0.0010868161977983675
12901,2.761120156428188e-07,0.03207646578369337
13901,1.199943633554976e-07,0.015781343795583616
14901,1.5925128859382691e-07,0.026046239444825255
15901,2.886188237468861e-08,0.0014197198649814316
16901,2.718359014240564e-09,4.118346348038687e-05
17901,1.582038954459444e-07,0.016087123569014677
18901,4.884594660416782e-10,5.855858013053896e-05
19901,3.8173755089891604e-09,0.00042917155505997677
20901,5.006565155710495e-09,7.931605405186475e-05
21901,4.80849523546866e-07,0.05871103501665787
22901,1.1875067666461544e-08,0.0005217199105786274
23901,9.008695647659563e-08,0.006077979739744021
24901,6.336179693619824e-09,0.007296499553170719
25901,9.00869564765949e-08,0.004200778150045306
26901,4.415164123891909e-06,0.23913963031326382
27901,7.489649352679104e-08,0.01688599725941926
28901,8.879739877998677e-09,0.0007776524081607971
29901,2.9648934701238744e-10,9.677737333000063e-06
30901,1.1969966834993049e-08,0.03120410569281473
31901,2.8594986078239946e-10,1.6733954197204366e-06
32901,6.783430191979967e-08,0.002927167892120262
33901,3.953771336630263e-08,0.039522238919589406
34901,6.823279481014616e-12,7.136024957594539e-09
35901,4.962295207899109e-07,0.05681523008495023
36901,1.595283225707353e-08,0.0005566606573297506
37901,7.514098189640167e-09,0.000776964341405829
38901,1.0288124022088494e-09,4.194230830524342e-06
