Height,Error (Validator),Error (Actor)
901,1.95117160198783e-24,1.387051614357084e-08
1901,1.78377761247008e-24,3.030882634273818e-09
2901,6.034161410404702e-19,0.0017603112843929765
3901,4.551483283094918e-19,0.0015637018730297355
4901,2.293640941378805e-21,4.0316347153561463e-05
5901,1.9436670670167599e-16,0.01574250560954553
6901,2.881852082617614e-24,1.2580633691115573e-07
7901,7.388645207129948e-24,3.1772817837752627e-07
8901,3.4569238719728386e-24,1.7543478613921629e-06
9901,1.1261423428891489e-23,2.0492429674063042e-07
10901,8.423141419064179e-20,0.00012834678136312196
11901,4.87360886466005e-24,4.642791462663971e-08
12901,5.175670920074767e-22,4.023608892677458e-06
13901,1.5775311651355337e-18,0.0031519825097544923
14901,1.4236677296100894e-22,1.415794880691811e-06
15901,4.018512866019339e-22,3.3075986363832094e-05
16901,4.7241527943676345e-18,0.0017811033673040075
17901,6.068052359257815e-19,0.0010438885390459814
18901,4.994397191521726e-24,1.1504072788384407e-08
19901,3.785330571059321e-24,1.3412338495990146e-08
20901,2.4708780282746647e-17,0.005543419662882611
21901,4.474172852431771e-24,1.7751640707861282e-07
22901,6.477219905863588e-21,9.21371522634569e-05
23901,1.0427939514955653e-19,0.000142437692691026
24901,2.8962842523347325e-24,4.320974351042951e-09
25901,2.3712477233350956e-22,2.6622822534009762e-05
26901,9.681488950645819e-19,0.0008927730107908787
27901,2.9622826600734685e-24,8.906999276236121e-07
28901,1.7812019996252816e-24,1.233957341429681e-07
29901,8.341646301259882e-24,6.831552659093311e-07
30901,2.628071116659818e-18,0.00204712912366498
31901,7.363154575899704e-19,0.004642977416070683
32901,7.166556461826806e-22,0.00010047715357314352
33901,3.427941595455854e-24,2.869942423834846e-06
34901,3.875455033895852e-24,1.6171838577523017e-08
35901,2.3415033088897643e-17,0.007644986440600742
36901,5.072395464878408e-20,0.000131006313106209
37901,2.6471877365282096e-23,5.4932218438956893e-08
38901,1.3546971931530676e-16,0.021798573674822484
