Height,Error (Validator),Error (Actor)
901,2.1001484556105745e-24,2.1357647078704964e-12
1901,4.457785089608872e-24,1.1811531605831599e-09
2901,3.386612096272338e-24,2.2976364679721934e-15
3901,4.4577850858999875e-24,6.052717327211427e-14
4901,2.1001484556104048e-24,5.92641883619517e-18
5901,2.100150233225688e-24,3.921653690449722e-08
6901,1.9390941178837104e-24,2.140384846160485e-12
7901,4.565903621192135e-24,1.4128281293969787e-05
8901,4.5861828302578955e-24,6.483955091837629e-05
9901,5.7674517100830546e-24,1.0821999046263873e-08
10901,3.3866120962727295e-24,6.194563335881544e-13
11901,3.398674896150243e-24,1.2520586153782147e-05
12901,5.7674506964611746e-24,7.01152205971537e-12
13901,2.183880462371941e-21,0.004441038482346172
14901,3.386630653254192e-24,3.178275278964377e-08
15901,6.906428997631019e-23,0.0008311642522814067
16901,5.767545157884609e-24,1.851559964906614e-07
17901,2.100148455610481e-24,1.7197435923883948e-12
18901,5.767450696383683e-24,4.057484030117872e-11
19901,5.767450696288672e-24,2.367439976420585e-17
20901,5.767450696294879e-24,8.687413604218607e-10
21901,3.386612154759547e-24,9.036103502751337e-11
22901,3.386612096272341e-24,4.2032217834607574e-15
23901,3.386612096274434e-24,5.985461617101535e-13
24901,2.0708010475468634e-24,2.3771230821075856e-13
25901,3.3866120963576854e-24,6.88449923472194e-11
26901,3.3941475366541444e-24,1.1208871541035158e-06
27901,5.7674526206492935e-24,1.2017710163259906e-06
28901,2.0708010479138237e-24,3.751886970061172e-12
29901,2.100149356530484e-24,2.5043782491641143e-10
30901,5.767450696704311e-24,2.8855079442012594e-08
31901,1.9390941333568285e-24,1.0595714565610598e-10
32901,3.386612096272338e-24,3.296942432060318e-19
33901,3.386612096687903e-24,9.440697512251154e-13
34901,4.45778508589973e-24,4.137734932513884e-11
35901,2.100148455612029e-24,1.2828260428614452e-11
36901,1.939097713442824e-24,1.551233646436129e-09
37901,2.0708010475382547e-24,5.211721338907478e-15
38901,3.386612096280766e-24,2.3819954133710423e-14
