Height,Error (Validator),Error (Actor)
901,2.7787765563826004e-24,7.87513106111493e-08
1901,3.7868118000893745e-24,5.383830703342235e-10
2901,1.8077217288866192e-23,4.8171131131466336e-08
3901,1.320190697136208e-22,1.2646224053275235e-06
4901,3.3471393864903055e-24,2.7320437011531622e-08
5901,2.664530968755049e-19,0.0006335052192140853
6901,3.7920879989942935e-24,1.6406674881087443e-07
7901,4.782211564241995e-22,6.931047206634162e-07
8901,4.454173127398585e-23,1.4900255878245832e-07
9901,4.8736133646380496e-24,9.469661936603e-11
10901,1.7835633149398956e-24,1.7301982419598482e-11
11901,1.9582907924291137e-24,2.2445633111343667e-11
12901,4.882419517036178e-24,1.392790005122172e-10
13901,9.608158763473811e-20,4.6014666311463615e-05
14901,3.7868572519616466e-24,9.889320174441928e-11
15901,4.8736135499680325e-24,1.1988795968134622e-10
16901,1.289649089354967e-22,3.118814069174885e-08
17901,7.715706998113383e-23,2.0290667080339206e-07
18901,4.873451096268643e-24,6.8482086351124335e-15
19901,4.38133617614128e-23,2.5867664005365533e-07
20901,5.301104023763232e-24,9.502733909074348e-08
21901,7.68910849509043e-23,2.204257214151797e-07
22901,4.873461007034107e-24,1.1395487043070714e-10
23901,2.8824842324249077e-24,1.4346620535257304e-12
24901,3.7732071796789077e-22,5.582587443287837e-07
25901,3.0576849545277754e-21,2.4862167932117424e-05
26901,5.131738444166366e-21,0.0002326612227781463
27901,1.6716382211413016e-24,1.3583514577639542e-12
28901,1.7812018680823202e-24,1.4095115251541268e-13
29901,4.890527985608189e-24,6.737749602125738e-10
30901,6.161011560777793e-24,2.8414115445286276e-09
31901,2.2556647862758623e-22,1.9218220527073142e-07
32901,5.0884027022946136e-24,8.394642674319205e-09
33901,4.668807122746714e-24,4.795864304611752e-07
34901,3.0593157187328563e-21,1.6912186556525284e-05
35901,3.57111735808422e-23,6.900332458116559e-07
36901,1.1598389082442808e-23,7.686368312247463e-08
37901,1.2664768418986898e-23,1.0360550108417492e-07
38901,6.927032115648743e-22,1.001940060482617e-06
