Height,Error (Validator),Error (Actor)
901,4.4715591823720514e-24,1.833301408198749e-11
1901,8.126348043486678e-23,5.093022133861372e-08
2901,2.881852082680497e-24,9.598743623289737e-14
3901,4.873452375749471e-24,1.514130044757404e-11
4901,4.9160592111178874e-24,2.8384556079908844e-14
5901,5.151795301976782e-21,3.128010372228532e-06
6901,1.8420736526577464e-24,5.587395275859751e-11
7901,5.079718787010801e-21,2.8963633395285396e-05
8901,5.977525227407038e-19,0.0011073276581201805
9901,4.56367860964309e-24,1.4928964423938222e-07
10901,2.8831256274766067e-24,2.90200489191329e-11
11901,5.28975707428549e-21,4.910790110978725e-05
12901,4.488530115175696e-24,4.944601147072748e-10
13901,2.72439109439242e-17,0.01225249971837064
14901,9.410571908722931e-21,1.3972632436744384e-05
15901,8.364057709209655e-18,0.0033140110923652955
16901,2.841547049160468e-23,4.189270293218722e-07
17901,4.873461084383825e-24,4.215608225266746e-11
18901,4.874134683071769e-24,1.823738692740655e-09
19901,1.805710390612612e-24,3.020574606664706e-15
20901,3.778135207065356e-24,1.0532081851024538e-09
21901,4.495103854552089e-24,1.1345098567546025e-08
22901,1.8060320840441684e-24,2.0201809941908933e-12
23901,2.900714124173785e-24,1.8639825043408744e-10
24901,1.8974829020726382e-24,3.7179725333792596e-10
25901,1.9063864206588053e-24,1.0760547858225456e-09
26901,8.36390231883005e-21,7.4315614557846835e-06
27901,6.291512607854425e-21,9.857672621586049e-06
28901,4.4749248178672205e-24,2.525938532871005e-10
29901,9.428855433985439e-24,7.685637016190495e-08
30901,2.570105582360093e-23,1.797976249867666e-08
31901,5.208145655103794e-24,6.582708512797368e-09
32901,1.8057104050091614e-24,6.880685875318651e-16
33901,4.882407648370893e-24,1.780088019454702e-10
34901,1.80571066151924e-24,1.6163192557576184e-10
35901,4.8734537666176896e-24,1.2826686320936053e-09
36901,1.2548495939287691e-23,1.3589621171320406e-07
37901,1.6879569182253248e-24,6.752622710176345e-12
38901,1.824572431484713e-24,1.135437087229869e-10
