Height,Error (Validator),Error (Actor)
901,3.648102466187434e-24,0.0007090390897919209
1901,7.649734789052281e-24,0.0022015435957289564
2901,7.717304868717827e-24,0.003551634917108186
3901,6.983335817758357e-24,0.0026728741805547573
4901,8.142882012998876e-24,0.012029860116704927
5901,2.7900262340359103e-24,0.02033021257620817
6901,5.911839382218001e-24,0.0021859988243386305
7901,4.490428076841704e-24,0.006060179844227541
8901,5.402650416533641e-24,0.0022567911002452684
9901,6.983338126848062e-24,0.0035843299662620563
10901,6.058236094621518e-24,0.051878656804914276
11901,5.029870174462453e-24,0.003554321529487783
12901,1.1028205680012968e-23,0.004793344740536474
13901,1.2665223639291526e-19,0.48900711854382034
14901,6.9697629278502e-24,0.05969518427152757
15901,5.029864353694138e-24,0.0002760517742959453
16901,7.149167275193969e-24,0.038547149262004025
17901,7.649734534837992e-24,0.0008683194697846101
18901,3.1651167503875256e-24,0.0016858680043641179
19901,3.165124562659795e-24,0.00761503259628136
20901,5.9118385165754314e-24,0.0001309441916862489
21901,6.983367897448661e-24,0.010809196969215153
22901,2.783309185758592e-24,0.0010287771496710265
23901,7.649734531081444e-24,5.956144288098731e-06
24901,3.025349012387197e-24,0.0010158587641099445
25901,7.649734536725583e-24,0.0003759615842100953
26901,2.7834911993813445e-24,0.009980585338958537
27901,7.649734536780185e-24,0.0008261602350260707
28901,2.744365903445998e-24,0.0013769430456515492
29901,4.4904167137838044e-24,0.0005546477442860638
30901,8.272992332944097e-24,0.045616620466331234
31901,2.7835004365448558e-24,0.01315322742805999
32901,3.42607545040269e-24,0.0010785668681875394
33901,5.029865979145656e-24,0.009364355131180007
34901,5.029864352152857e-24,1.8748144676705505e-07
35901,5.402650138984094e-24,7.150791263822808e-05
36901,2.7838862661542754e-24,0.013889434200308384
37901,2.965314437456339e-23,0.09326736918135806
38901,4.834714757144048e-24,0.018752033899607827
