Height,Error (Validator),Error (Actor)
901,2.390210670585327e-24,5.526849829692612e-09
1901,2.390210670580165e-24,6.287784123963136e-12
2901,5.167483662980835e-24,8.515516259490006e-05
3901,2.3902106705894218e-24,1.488352154107922e-09
4901,6.132235842108579e-24,3.9788884549253356e-11
5901,6.1069238308379296e-24,1.4443545197391584e-07
6901,3.921141629678471e-24,8.28757630853206e-11
7901,2.42435604094333e-24,3.1381371412286787e-14
8901,3.921141629911254e-24,3.476058100300054e-08
9901,3.921141629757934e-24,2.4389310854452857e-08
10901,3.92114162967847e-24,8.650138703993337e-12
11901,6.132235842198101e-24,3.601768791738221e-08
12901,4.394127339765703e-24,3.362847667812721e-11
13901,2.424356040943564e-24,9.463254797335983e-10
14901,2.4243560409455714e-24,5.6624347662498905e-09
15901,3.9211416396370965e-24,3.339493266640737e-07
16901,2.4243560409435657e-24,3.5310013130257296e-09
17901,2.42435604094333e-24,7.0111855942973894e-15
18901,2.4243560416086846e-24,3.49379675917972e-08
19901,3.9211416832177414e-24,1.8699180198664782e-06
20901,2.3902106709039055e-24,2.832306120467395e-08
21901,2.7591234049101585e-24,3.2266813326817896e-09
22901,3.92114162967847e-24,1.782190195138737e-15
23901,6.69121984485586e-24,1.3891256301741767e-07
24901,4.3941273397657025e-24,2.923677011224184e-15
25901,6.691219864322425e-24,7.109468652372305e-07
26901,2.4243560409874112e-24,8.360849294073037e-07
27901,5.167439032294114e-24,3.577561782433031e-15
28901,6.750462467100449e-24,1.0350603244410364e-20
29901,6.691219850059879e-24,2.916229740128619e-06
30901,2.2369711788946568e-24,3.1889388065247543e-18
31901,2.759123488482322e-24,0.00011138652108778872
32901,2.236971181771304e-24,5.7389085941548446e-08
33901,2.390210670580165e-24,6.402511471124655e-15
34901,5.1674390329594684e-24,6.885951837302044e-08
35901,5.1674390324590516e-24,5.120504007502219e-08
36901,5.167439032294114e-24,1.4080860859714079e-11
37901,5.16743910806491e-24,9.985631648251697e-06
38901,2.759123404910145e-24,1.3779179848483602e-07
