Height,Error (Validator),Error (Actor)
901,2.0708010475382397e-24,1.8681959759891874e-20
1901,2.1001484556104044e-24,7.622423097329814e-15
2901,5.265257477564556e-24,5.058751880722882e-09
3901,3.3866120962932235e-24,3.2112839090781993e-13
4901,2.0708010475563008e-24,8.605212578147252e-14
5901,3.386612096310921e-24,1.9939378711869077e-12
6901,2.0708010475382397e-24,8.530299455435082e-19
7901,5.767450696288706e-24,1.0329925005325664e-14
8901,2.070801051247311e-24,1.8487810632155556e-12
9901,5.287012749363353e-24,1.7081050974537287e-15
10901,2.100148455634319e-24,1.9801124893913513e-12
11901,3.892476035975572e-24,0.00016011954058933072
12901,5.7674506963075375e-24,8.724517097535117e-13
13901,2.1001484579622163e-24,4.4606180754946796e-12
14901,1.9390941178030168e-24,9.430532052357857e-15
15901,4.457785085926575e-24,3.876339028469654e-12
16901,2.100148455610484e-24,2.896085522542085e-14
17901,3.793135865046791e-24,3.3180373746703077e-15
18901,4.457785085900467e-24,2.7862242170097998e-14
19901,2.0708010475382397e-24,8.193547150957277e-16
20901,5.287012749363387e-24,1.1144956044912254e-11
21901,4.457785099578568e-24,5.812437440579555e-11
22901,3.38662532996416e-24,6.109463265864479e-09
23901,4.457785085908364e-24,2.2529320309533782e-13
24901,2.0708010475826965e-24,1.8980400384869408e-13
25901,5.767450696288687e-24,1.4047461154684803e-15
26901,5.2870127630457475e-24,1.5915810073789188e-10
27901,5.767450696288672e-24,5.301342478833051e-11
28901,1.9390941178012128e-24,2.700242839465899e-19
29901,4.457785085899984e-24,8.625801914060936e-12
30901,1.939094117801213e-24,1.7461682617747298e-15
31901,3.386612096272338e-24,2.202358081527785e-22
32901,3.3866120963123414e-24,3.716828973353175e-13
33901,5.822460232177949e-24,3.8322308380075003e-07
34901,1.939094117801213e-24,1.4235320318968694e-15
35901,5.767450924034662e-24,1.033421113769635e-10
36901,2.127729261006535e-24,2.390922647447385e-06
37901,3.386612096272713e-24,1.7285797734921017e-15
38901,4.457785142303938e-24,5.762541675554799e-10
