Height,Error (Validator),Error (Actor)
901,3.0499156494417216e-15,0.00036341383699109306
1901,3.0477169364993086e-15,0.0009699675156756048
2901,1.489325050381386e-17,7.973748079983135e-06
3901,6.317675706741566e-16,5.7820006559760634e-05
4901,3.0564159847320216e-15,0.0006755330617179565
5901,2.49999560972331e-18,4.435112086258102e-07
6901,2.1080155322979617e-14,0.010444202341231956
7901,1.1998672859519264e-11,0.10343470006698695
8901,2.4054002527365316e-15,0.00034327352404023005
9901,2.7885055595212747e-13,0.022214299677146485
10901,1.1158051779788347e-14,0.0014196244098043328
11901,1.877098497122108e-16,8.726504953283145e-06
12901,1.3999140389232435e-15,0.00018755171348446898
13901,1.494478730279935e-17,1.0878380421794883e-06
14901,1.3965384025846096e-15,6.316905022732527e-05
15901,7.392056768738968e-16,0.0002603995972704467
16901,1.489327638470313e-17,1.8534359483665987e-07
17901,5.290750287252604e-20,6.551561992844122e-07
18901,1.1168054064936248e-14,0.0049346544640568035
19901,3.8218162057162384e-13,0.018693448596409652
20901,6.576522085069521e-15,0.0011528712107307481
21901,2.0545240329768695e-14,0.0032686460822872443
22901,7.74057122021488e-13,0.03121777712369009
23901,6.87749883868667e-19,1.0783335235828932e-06
24901,2.8743017762365827e-16,7.233054947599855e-05
25901,1.1670415490068912e-15,0.0016092949039692131
26901,1.0350583916152023e-13,0.011144527435571983
27901,3.054844740592632e-13,0.015346604909676776
28901,3.9375881076686955e-18,1.170364527862095e-07
29901,3.209825757249587e-15,0.002891981406000966
30901,9.638855005548428e-15,0.0011097986843771716
31901,4.186757715216287e-17,6.175969154083615e-06
32901,1.2526873619890547e-12,0.05038447600684959
33901,2.6735701024563927e-13,0.018602931887362
34901,4.367945115904563e-14,0.005949659838363336
35901,6.543003788266188e-12,0.09473309755903599
36901,4.2499684785928835e-12,0.07629041899915591
37901,1.945200593880827e-13,0.021236028681077164
38901,1.4019864956574792e-22,8.693071229177418e-09
