Height,Error (Validator),Error (Actor)
901,3.596389980200348e-09,6.131656659698036e-05
1901,3.5627418544582316e-09,1.429190290529985e-05
2901,7.494593667107623e-10,2.3878962340595593e-06
3901,7.776485955799765e-10,3.7039922462255044e-06
4901,4.876155169473934e-09,0.00019181770009228614
5901,1.480167980512605e-10,1.767450249079573e-07
6901,7.661602069040654e-10,1.0689932384450882e-05
7901,1.2014477829794603e-10,3.7653347652619683e-07
8901,2.0799900197055445e-10,1.6523013423756384e-05
9901,9.008695653796418e-08,0.006235300275454187
10901,3.866808409968065e-11,3.019532518944157e-08
11901,3.986001200017651e-10,1.5675578848826343e-06
12901,1.579002774927892e-07,0.010947877004553424
13901,2.143434809200211e-08,0.0007121975989343093
14901,1.0285126961068656e-09,1.7765883539267346e-06
15901,1.5931218660143948e-07,0.013514892240553134
16901,1.9234653600049753e-09,1.75224798605639e-05
17901,7.491200228263249e-10,2.0676038301054103e-06
18901,6.535529730581372e-09,7.516608092753864e-05
19901,4.3896172307304285e-11,3.9029626192335894e-06
20901,3.908881774154987e-11,9.127446030140537e-08
21901,3.6750580838102493e-07,0.03997294667744391
22901,1.627090970849033e-12,8.294664852324453e-08
23901,9.068819157907725e-08,0.009289589968890108
24901,1.6018702248773385e-08,0.0010479097993594125
25901,1.4113012025893227e-09,1.615663593384697e-05
26901,2.0889413050813132e-07,0.025940651537313782
27901,9.068811092436036e-08,0.007384923756733317
28901,1.49577267893189e-10,3.621043895553578e-06
29901,1.771975746650721e-08,0.0005216304135383954
30901,6.993632740295135e-08,0.0039586514611169655
31901,1.592512886770305e-07,0.015919633885213356
32901,1.2291127140064427e-08,0.005362067371192967
33901,4.680377411181873e-09,0.00011965622976758451
34901,1.1295680369664847e-12,5.391479973604457e-08
35901,2.1386154016359293e-08,0.0010431475649727829
36901,1.3202538457889741e-08,0.0002739173932186583
37901,3.6993656079983495e-10,0.0005179825333351352
38901,1.6096982003883642e-08,0.0005783670665155786
