Height,Error (Validator),Error (Actor)
901,3.648102460539138e-24,8.069030885980062e-05
1901,2.783309169625088e-24,0.00038141319392830347
2901,2.7444985479923366e-24,0.008448172575660095
3901,7.012235909098092e-24,0.007027452095765571
4901,2.3275083164713185e-20,0.26947008921509086
5901,4.834480070500145e-24,4.9619772812546006e-05
6901,2.7843061200339313e-24,0.017853387968923422
7901,7.89216212749243e-24,0.06506249511538406
8901,2.7443658369709233e-24,0.00026639327534758
9901,5.9137165626491286e-24,0.01511306175853146
10901,4.490416703932828e-24,0.0003259280140794627
11901,2.7833092384842562e-24,0.00170529125236321
12901,3.648108282805381e-24,0.007517414759084857
13901,8.142840506649763e-24,0.005727020867091914
14901,5.9118385193314374e-24,0.00029779487629145394
15901,7.649734531084741e-24,1.7876506975137828e-05
16901,2.7443658314003614e-24,9.951076594015391e-05
17901,4.49169577120725e-24,0.012481860008242762
18901,7.01220450057362e-24,0.002001501344878719
19901,3.1651733395807664e-24,0.008608510909612474
20901,2.783309163948099e-24,9.969784519687814e-06
21901,3.648103447608047e-24,0.007533274440344405
22901,4.869960743133619e-24,0.04106430498356438
23901,4.682070748189355e-24,0.0034395568942733276
24901,1.238044910757004e-23,0.07495006873481233
25901,2.7443658312903542e-24,2.135470286373041e-06
26901,2.7833406165613683e-24,0.0069066618599333916
27901,7.64976594653779e-24,0.005825807616853632
28901,2.783309228417279e-24,0.001925765438377564
29901,7.350356604973767e-24,0.06906561134589077
30901,5.195695864488312e-24,0.03806975283264212
31901,7.65146323665493e-24,0.013730785047811878
32901,7.87152437886999e-24,0.04078200829143114
33901,6.983515121694216e-24,0.010874071767024573
34901,7.012205632471473e-24,0.0027079700878650096
35901,5.029864820791166e-24,0.001451523542265425
36901,7.01220447252408e-24,1.6823892812431128e-05
37901,2.9653392432905466e-23,0.09418753876586484
38901,3.165116615331484e-24,0.00021337133666762738
