Height,Error (Validator),Error (Actor)
901,2.3066239822832865e-09,0.06422072824742059
1901,3.7273287728725936e-15,3.2267620810178145e-06
2901,6.299171478345811e-13,5.63463979218702e-05
3901,2.5307157300821316e-10,0.019459172951821962
4901,1.3161419360755198e-11,0.005271860419496851
5901,2.4130228216639573e-12,0.00019717994309967948
6901,8.648823402650146e-14,4.454459620052834e-05
7901,2.231737945522897e-09,0.06230511656261822
8901,3.646146364602957e-19,1.4273070548110271e-10
9901,1.2727344747773125e-13,5.059401505666149e-05
10901,1.3038550484362581e-11,0.0031206408219942457
11901,5.0908010253514285e-11,0.03333728820165405
12901,4.103095242347584e-13,1.4881415103355059e-05
13901,1.3121564018396426e-11,0.0003922981498406203
14901,4.9713392867473636e-11,0.0016560157635539183
15901,2.431804916258178e-15,7.569922580301036e-08
16901,1.6294660103901889e-12,1.0455649221644395e-05
17901,7.295318908932332e-10,0.06185909091767318
18901,1.8337789770384104e-10,0.011360135826993273
19901,2.8908689856316285e-11,0.0023367571412355684
20901,4.768290891043674e-10,0.03584899284562007
21901,1.2440496201114084e-14,9.282734861646938e-08
22901,3.2632983062648267e-12,5.753851070610276e-05
23901,2.7481355772780496e-16,2.104514006865949e-07
24901,6.610340534532277e-12,0.00011105585248389698
25901,1.1782435597636452e-12,1.473993879594543e-05
26901,3.454924321967957e-13,0.0002673720553407827
27901,1.8337789770949841e-10,0.011942909512897277
28901,8.732823378919923e-14,1.2217778502274159e-06
29901,1.1782409338814218e-12,1.5998191586973582e-05
30901,1.0813392330308601e-10,0.006913567296706047
31901,5.636940062747032e-15,3.9901337132870926e-07
32901,3.7110360160653225e-11,0.0014579364720589106
33901,2.7398045402205425e-14,4.539173161235375e-07
34901,3.711036016065426e-11,0.0020894170299428014
35901,5.489906746751955e-13,1.7223087073330606e-05
36901,2.739777957667804e-14,6.860460762899993e-07
37901,1.321723934414095e-08,0.18039389058278194
38901,7.876949363387571e-13,4.8278893489140035e-06
