Height,Error (Validator),Error (Actor)
901,5.029864352154667e-24,7.3937925533968695e-06
1901,2.7833091639444752e-24,2.268234992399764e-08
2901,2.783309639955638e-24,0.0024691669137506945
3901,2.5695937776635445e-24,1.2632067189817045e-05
4901,5.029864352185425e-24,0.0007142582024790876
5901,4.490416700752848e-24,1.6517309538538113e-15
6901,7.649745100457077e-24,0.0041554420386607435
7901,7.012204472530315e-24,2.5704270335313976e-05
8901,5.9118385163568666e-24,1.6812684365150996e-14
9901,2.7833091639444752e-24,8.808573971071173e-12
10901,5.9118385163568666e-24,3.0335887900807642e-12
11901,4.490416700752848e-24,2.60774217444618e-09
12901,7.649734531081216e-24,1.5623698407642096e-05
13901,7.649734603133855e-24,0.00088368862233616
14901,7.649734531309735e-24,0.00020878724374182421
15901,5.9118385163568666e-24,2.1740276458938108e-07
16901,4.49041670075286e-24,1.0778204080717714e-06
17901,3.0253489740342742e-24,8.542482627933715e-06
18901,5.029864352160088e-24,1.407020989773256e-05
19901,5.911838517637185e-24,0.0002523946175338969
20901,4.2750543844275815e-24,1.582528551300149e-09
21901,7.649734559053501e-24,0.0013661965159033973
22901,5.4026501389804054e-24,5.902415489801289e-06
23901,4.4904167007529676e-24,2.3285959545334914e-06
24901,2.7833091639444752e-24,1.979915774798858e-07
25901,5.402650138980404e-24,6.167234779118512e-12
26901,5.9118385163730355e-24,2.2371489643504155e-05
27901,5.911838516356867e-24,1.1153890766552305e-09
28901,7.649734531081106e-24,1.4490211246853682e-06
29901,7.649734531101415e-24,0.0006793889745163433
30901,7.012204472522119e-24,4.8111241504920365e-06
31901,3.0253489740360775e-24,1.2905680620658912e-05
32901,4.490416700752848e-24,5.340544666196748e-08
33901,4.490416700752848e-24,4.591776494770342e-15
34901,2.5695937776563138e-24,1.1116762671567117e-16
35901,7.012204472522112e-24,1.0534942623506596e-11
36901,2.744365831290311e-24,1.4215606650383896e-07
37901,8.142838922551208e-24,3.1776616084727405e-14
38901,2.5696281795991574e-24,0.005555891664418431
