Height,Error (Validator),Error (Actor)
901,3.9459670060544823e-10,2.3650841056930575e-06
1901,4.8326822387690245e-09,7.912468748296885e-05
2901,3.3491183441740063e-06,0.20082980967220274
3901,2.0623550286197173e-10,6.670217974385819e-07
4901,3.5640105644138035e-09,9.162258914756171e-06
5901,1.1014492190643517e-06,0.1554971354547174
6901,1.998236469848847e-09,0.0004996901790199552
7901,1.2032262921841831e-07,0.0385049019694591
8901,3.5979645779165984e-09,0.00015845444352961303
9901,1.1924504954467458e-07,0.010677607828327535
10901,1.1879103842035385e-08,0.00017796405986646928
11901,2.1816935997557526e-08,0.002579589968213136
12901,1.0139507976791e-05,0.3506148902020682
13901,2.7604482419090874e-07,0.03796064541858263
14901,4.833467216490353e-09,5.380347783204507e-05
15901,3.693634015465547e-08,0.027543354478022992
16901,1.4513146333350043e-06,0.15317305909311307
17901,1.596135052483491e-08,0.0011488898056289212
18901,1.9734589733553976e-06,0.16728619040619733
19901,2.760242265477095e-07,0.04668329532157073
20901,6.769999815407162e-08,0.006015204869197177
21901,1.5961350516579324e-08,0.0010147365837013236
22901,4.817434470469496e-07,0.05450288557685785
23901,7.491790818453208e-10,1.0365667163308631e-05
24901,2.1428330741605566e-08,0.0006006884764494971
25901,2.8606944588915176e-08,0.0007899024103721641
26901,1.5958868630015094e-08,0.0002524143567998242
27901,5.6342693076553966e-08,0.008552680508847983
28901,1.3515796040127795e-08,0.0018440513013852446
29901,6.768583277625229e-09,0.0007562785357489393
30901,9.703528144096973e-12,9.129870270459633e-08
31901,1.8626916924988628e-07,0.04536058317207133
32901,8.99129517068753e-08,0.004606775292082806
33901,4.830671996813373e-09,0.0003487918942122716
34901,6.352731157812518e-07,0.07764806877599877
35901,1.4965450894607967e-10,0.00024071812550198923
36901,2.138478998663636e-08,0.0004869428306168483
37901,5.443555170752866e-10,2.3819232094690523e-05
38901,1.1884803480795371e-08,0.0016887067940263701
