Height,Error (Validator),Error (Actor)
901,4.315396286883534e-14,0.003789753246866716
1901,1.105792877186689e-20,1.897211391982131e-09
2901,1.229800755432098e-16,4.005722310157333e-05
3901,8.32667467695603e-17,0.0004247287721748453
4901,2.3318475330720725e-22,4.354537648555722e-12
5901,8.322031653064962e-17,1.48386162329892e-05
6901,1.928846232278832e-20,4.086466340314124e-09
7901,5.913650646048905e-16,5.185595857424431e-05
8901,1.8768832214070877e-16,5.278553945545516e-06
9901,3.6983860751671276e-24,4.0386774830307153e-13
10901,3.0585830480458774e-22,3.4263651385295035e-10
11901,8.898903373796274e-20,2.302158424798898e-07
12901,3.0474056355990093e-15,0.0003250843837599017
13901,3.1502674862310135e-20,1.1998309747625329e-09
14901,3.999606563950964e-18,5.108589017675589e-06
15901,4.0786823202980766e-19,1.5645333508191907e-07
16901,7.1439061012106935e-22,8.342723561421805e-09
17901,9.41220360912867e-16,8.606008984894804e-05
18901,3.5441314240644867e-15,0.0005742644040448377
19901,9.613488342687286e-18,2.41329344693094e-06
20901,1.779781282001907e-19,2.936049478064992e-09
21901,1.5770636755526807e-17,9.327881083971022e-06
22901,1.3285309076901786e-13,0.02139217642654496
23901,1.018259607017027e-17,4.185480553035933e-06
24901,6.511816782763578e-21,8.096780063583076e-11
25901,1.9046097002662811e-16,0.0002404468593485329
26901,3.1530743889332667e-20,2.7131795503413905e-09
27901,3.8353247179745486e-19,1.4771567646695463e-08
28901,8.230183271971771e-17,4.6877457498417167e-05
29901,3.150646556023081e-20,1.178918174584879e-09
30901,1.2472165441097492e-16,4.4787491064468785e-06
31901,1.312947982859839e-16,5.691158863626119e-05
32901,2.499222870960627e-18,2.4428453893327488e-08
33901,4.603014771753264e-24,5.029065407537605e-14
34901,3.0474493267105403e-15,0.0002900469888732908
35901,1.244000431769678e-16,2.9713793980555574e-06
36901,3.8521328125840066e-21,5.374259643953524e-10
37901,3.845408095709226e-13,0.02251985199156926
38901,1.513500388935124e-17,1.5557095422733971e-06
