Height,Error (Validator),Error (Actor)
901,6.983335725029134e-24,1.2277044814949938e-10
1901,4.4904167007528236e-24,4.286045226946862e-12
2901,2.783309163944455e-24,2.0890055697270984e-11
3901,2.783309163944455e-24,1.6633143148424885e-07
4901,2.783309163944455e-24,1.0034268337805408e-10
5901,3.0253489740342503e-24,1.0546495134614284e-09
6901,7.717301674768094e-24,4.100866664765152e-12
7901,7.012204472522084e-24,4.727983606175396e-08
8901,4.4904167007528236e-24,1.119306727521872e-07
9901,2.783309163944455e-24,5.906321659699285e-10
10901,7.64973453108097e-24,1.923334085016365e-09
11901,2.7443658312902903e-24,1.91142527582795e-09
12901,7.012204472522084e-24,3.853726244184427e-09
13901,2.783309163944455e-24,9.190362771087523e-10
14901,2.7443658312902903e-24,8.845441082734588e-10
15901,7.64973453108097e-24,2.3546786996015084e-07
16901,7.64973453108097e-24,1.2091333511169168e-08
17901,2.7443658312902903e-24,8.274741448032334e-11
18901,5.91183851635684e-24,5.697580035859463e-09
19901,5.91183851635684e-24,3.77466755997358e-12
20901,2.783309163944455e-24,1.1915401769868014e-08
21901,2.569593777656294e-24,3.947136228648005e-16
22901,2.783309163944455e-24,2.870801548511423e-09
23901,5.91183851635684e-24,6.0806546549342795e-09
24901,5.91183851635684e-24,9.095683285808131e-11
25901,4.4904167007528236e-24,1.7246352845633475e-10
26901,2.5695937776562936e-24,1.2294023997401806e-11
27901,2.7443658312902903e-24,5.5907673656678345e-09
28901,4.4904167007528236e-24,2.219344318659091e-09
29901,4.4904167007528236e-24,2.2502837332081754e-11
30901,2.5695937776562936e-24,2.0816618403449978e-10
31901,2.7443658312902903e-24,1.1278312837055584e-07
32901,4.4904167007528236e-24,4.847968966598861e-10
33901,7.64973453108097e-24,1.377762546660821e-10
34901,4.4904167007528236e-24,2.9013578091822803e-10
35901,2.569593777656294e-24,7.97835175180778e-11
36901,5.91183851635684e-24,2.2470385299570853e-08
37901,2.7443658312902903e-24,7.476013245125216e-14
38901,5.91183851635684e-24,5.124859640665076e-10
