Height,Error (Validator),Error (Actor)
901,4.457785085905662e-24,8.635562643757405e-10
1901,1.9390941178104676e-24,2.613442738321787e-08
2901,2.0708010475382455e-24,4.512364419100679e-10
3901,2.070801047570778e-24,1.2588133268910082e-09
4901,5.767450696288646e-24,2.330794993903055e-12
5901,5.8183687971010695e-24,2.0906769694112013e-09
6901,1.9390941178013094e-24,2.5737300686682446e-13
7901,3.455375550105668e-24,2.5219709840225387e-05
8901,2.1001484556103875e-24,6.943183319336299e-11
9901,5.265257474314446e-24,5.137544891823279e-08
10901,1.9391045772247467e-24,9.588427062128902e-09
11901,2.070801047669622e-24,1.006473683619061e-10
12901,2.144720641408053e-24,3.194402650548071e-05
13901,2.0708014928097373e-24,4.506125692296189e-09
14901,2.0708010475382224e-24,2.118782795036023e-09
15901,1.9390941178012116e-24,2.0462557249698477e-13
16901,2.0708010475382224e-24,1.3364306739736224e-09
17901,2.100148455610388e-24,3.254944275803245e-11
18901,4.457785085899586e-24,3.2442584032692304e-10
19901,2.0711036024115474e-24,1.5791834247781629e-06
20901,3.392272871927881e-24,8.980102473573608e-06
21901,5.287013767220323e-24,1.883295538735572e-07
22901,2.070801047567306e-24,1.231333773069204e-11
23901,2.0737014317926868e-24,8.821871744646154e-07
24901,2.070801047538317e-24,2.725191965682307e-11
25901,4.457785085900808e-24,3.4271319338250052e-09
26901,2.1001484556103875e-24,1.284813748963565e-10
27901,5.818369694981582e-24,7.156740994602896e-10
28901,2.0923456956287488e-24,1.3563476394175158e-05
29901,5.818397536142274e-24,8.096655786967396e-09
30901,5.287012749365863e-24,6.795147029343282e-10
31901,3.80348816761228e-24,3.8275208213066135e-06
32901,2.0708010475440745e-24,7.318521468222394e-13
33901,2.1001484556104026e-24,3.8979247562928314e-11
34901,5.767450696288646e-24,1.0449900477226935e-11
35901,2.0708010475382224e-24,3.963634409705483e-10
36901,5.767450696288646e-24,4.716331790441505e-10
37901,2.0708010475394383e-24,2.0892460724635903e-07
38901,2.3878757446988077e-24,8.779670802154527e-09
