Height,Error (Validator),Error (Actor)
901,5.91183851635684e-24,2.5246350371741557e-09
1901,7.012204472522082e-24,2.6394776894490724e-10
2901,2.783309163944455e-24,1.3523753474878868e-07
3901,4.4904167007528236e-24,8.927064987225142e-09
4901,2.5695937776562936e-24,4.220155255348231e-11
5901,2.7833091639444554e-24,5.5372509945380305e-06
6901,7.01220447252209e-24,9.31676114153895e-05
7901,7.649734531080969e-24,4.617219412821446e-06
8901,7.64973453108097e-24,1.6953231265373381e-10
9901,2.5695937776562936e-24,2.1977784743837498e-09
10901,2.7833091639452466e-24,1.5146895267937933e-05
11901,5.9118385163568644e-24,4.688796090209187e-06
12901,2.783309163944455e-24,2.084463602526962e-11
13901,2.783309163944455e-24,8.165439492334355e-09
14901,3.165116614795288e-24,5.410672183298341e-07
15901,7.64973453108097e-24,4.356978555974738e-10
16901,4.4904167007528236e-24,4.2234091607621787e-11
17901,4.4904167007528236e-24,1.68552842843047e-07
18901,2.5695937776562936e-24,2.7161512190374186e-12
19901,6.983335725029173e-24,4.984717326682219e-06
20901,3.0253489740342503e-24,9.99986077762428e-09
21901,2.783309163944455e-24,2.334849122590118e-10
22901,4.4904167007528236e-24,4.2741786853047007e-13
23901,2.7443658312902903e-24,1.6073384124579938e-11
24901,2.783309163944455e-24,5.384808720239499e-07
25901,7.64973453108097e-24,6.014276285830749e-11
26901,2.5695937776562936e-24,5.675366957845807e-08
27901,2.744365831290778e-24,3.156480589326642e-05
28901,5.029864352152833e-24,7.915487163302162e-07
29901,4.4904167007528236e-24,2.2204171187882834e-11
30901,4.490416700754539e-24,2.820021574259781e-05
31901,2.5695937776562936e-24,2.481019997577651e-11
32901,7.64973453108115e-24,3.73018341276137e-06
33901,2.5695937776562936e-24,1.2280728776280323e-08
34901,5.029864352152832e-24,1.8452905219486608e-06
35901,4.4904167007528236e-24,4.118003036405641e-10
36901,7.64973453108097e-24,6.908978796637977e-10
37901,4.4904167007528236e-24,5.460099182446529e-10
38901,4.4904167007528236e-24,7.28415569238618e-08
