Height,Error (Validator),Error (Actor)
901,1.6709871312758113e-24,2.5444155632270257e-15
1901,3.777900687206889e-24,1.5906374118849812e-12
2901,3.7702695485027147e-22,5.98490938657299e-07
3901,1.810378457897694e-24,1.909239153103423e-11
4901,1.805802322750235e-24,2.0823752737535515e-11
5901,2.1724637033767755e-24,2.750666474434561e-10
6901,1.805710390293464e-24,1.2012787390816095e-17
7901,2.881853236351234e-24,1.0497681360814614e-12
8901,1.5411819667462967e-23,1.667083140600842e-07
9901,3.596041827165962e-24,9.45962255861394e-10
10901,3.786811535330614e-24,1.0527958853311785e-10
11901,1.509485323467671e-19,0.00017745058445444153
12901,3.225279551577194e-24,4.2675542880833403e-10
13901,2.772181197015714e-23,1.7915077379029982e-08
14901,3.0063011842968704e-24,6.012044530810084e-10
15901,1.7315379501968594e-24,5.185584575574962e-10
16901,1.8057312120002666e-24,8.398061834439124e-13
17901,1.8057103900365538e-24,3.228135978752593e-14
18901,6.033846909434178e-24,1.6237800439631585e-09
19901,2.8818520830303992e-24,3.7206385776148514e-14
20901,1.8816083101763853e-24,4.110808488146756e-10
21901,3.7783650415108994e-24,4.138843349932637e-10
22901,6.2353807788671666e-24,1.1889251215394855e-07
23901,4.878094913994681e-24,1.4778994210374897e-11
24901,1.8378672792052126e-24,1.484537898400201e-10
25901,1.8074520477298176e-24,1.4309581955028048e-11
26901,8.247434594103665e-23,5.435690544170075e-08
27901,1.7824344890946535e-24,2.336344537907894e-11
28901,4.873451067531313e-24,3.39054858996689e-16
29901,2.8941862566737243e-24,6.687416475931456e-11
30901,1.7811671450725062e-24,3.328729733301673e-14
31901,3.221913910079264e-24,9.43296782367746e-19
32901,1.671716023229323e-24,4.9878033647637566e-11
33901,2.5882424367208064e-21,2.2408896972832513e-05
34901,1.781161495520181e-24,7.520934392089675e-14
35901,3.0174952253767793e-24,7.672673936016866e-09
36901,8.247496385504318e-18,0.002674567920508368
37901,2.8818723743953816e-24,9.806747269844804e-13
38901,1.731834663579003e-23,1.4831639740271094e-08
