Height,Error (Validator),Error (Actor)
901,1.67098799391082e-24,6.654624237080969e-12
1901,3.991820916140732e-22,3.381911047657957e-07
2901,3.7780582228944715e-24,4.048475260447141e-11
3901,1.8057103900289263e-24,8.022566627980972e-08
4901,2.9709928446322158e-24,3.521272909312259e-07
5901,3.783099935106948e-24,2.1043723957159707e-10
6901,3.22191434317425e-24,8.533126302272242e-10
7901,1.781182741146069e-24,1.9149296900462213e-13
8901,2.887010134132755e-24,5.2593606909985706e-11
9901,9.876280185929204e-23,1.5984079866562184e-06
10901,2.0893015994394297e-24,2.3253873547700973e-08
11901,1.6909067910889556e-24,5.281685638931785e-09
12901,4.873451998217029e-24,6.7095962748308475e-09
13901,1.7813188144684042e-24,4.780004288508515e-10
14901,3.780500305195937e-24,1.1612958858078768e-09
15901,1.6811544883888886e-24,9.567525829602547e-11
16901,1.8057104842117006e-24,6.581257939232395e-09
17901,3.7786339763470505e-24,2.3220708148842525e-08
18901,6.243510920502415e-21,1.9807907716627908e-05
19901,2.8818520916445092e-24,1.1647270997657085e-12
20901,3.052555847988428e-24,1.1874839627722453e-05
21901,2.881852082981378e-24,5.93886998100229e-10
22901,3.9918209161424623e-22,8.028457025058654e-07
23901,2.0463976000610758e-24,1.4415475453658538e-07
24901,3.7779009767901694e-24,1.0054271974901734e-09
25901,1.8115102443713592e-24,5.828544899288951e-10
26901,5.25756628227245e-24,6.655352570070482e-08
27901,7.924505853858965e-21,2.4248981970542568e-05
28901,5.259843136803058e-24,1.361666641986924e-05
29901,2.881852083939257e-24,2.762984807534879e-12
30901,3.8255128709948815e-24,6.682343817936912e-07
31901,4.873609816728322e-24,1.946805007791017e-08
32901,1.8057104333703166e-24,1.429363371791988e-11
33901,1.805760255326767e-24,3.4102528191741776e-08
34901,1.7811652469507476e-24,2.14640464074259e-09
35901,2.305294724028925e-24,1.6914537033104264e-09
36901,3.783099948902707e-24,1.3059509580681366e-09
37901,1.8713397391639966e-24,8.788448617290652e-09
38901,1.9634450040169514e-24,9.380984496538154e-10
