Height,Error (Validator),Error (Actor)
901,5.9118385163568666e-24,7.062003452101534e-10
1901,2.744365831290311e-24,6.407694533971784e-14
2901,2.7833091639444752e-24,7.15298649865601e-18
3901,7.649734531081e-24,1.5171944117169846e-16
4901,4.490416700752848e-24,9.280251201685656e-17
5901,2.744365831290311e-24,1.3903801458332769e-18
6901,2.5695937776563138e-24,7.635392176297123e-33
7901,2.5695937776563138e-24,2.6932491171869754e-17
8901,5.9118385163568666e-24,2.748459469453349e-22
9901,4.490416700752848e-24,1.3897062836833808e-11
10901,2.7833091639444756e-24,2.4476258739133666e-16
11901,5.9118385163568666e-24,3.9696633113021166e-23
12901,3.025348974034272e-24,7.845046122059661e-08
13901,4.490416700752848e-24,2.2399929225753483e-15
14901,5.9118385163568666e-24,1.9442854667041336e-16
15901,2.5695937776563138e-24,1.4083225451674587e-20
16901,4.490416700752848e-24,1.4121874219842282e-09
17901,5.029864352152858e-24,2.8488034114782133e-24
18901,2.744365831290311e-24,4.370495782773572e-18
19901,2.744365831290311e-24,2.1178318635645465e-15
20901,7.649734531081e-24,1.7574446191852218e-16
21901,4.490416700752848e-24,2.0545741030645953e-16
22901,7.649734531081e-24,1.3435559227334494e-15
23901,5.9118385163568666e-24,8.214407368776959e-10
24901,4.490416700752848e-24,3.208603086722433e-17
25901,7.717301674768123e-24,1.3978225903161037e-13
26901,6.983335725029162e-24,1.203756118598522e-14
27901,2.5695937776563138e-24,7.046587435252945e-18
28901,2.5695937776563138e-24,5.2518311999543896e-21
29901,2.7833091639444756e-24,6.078266499017749e-18
30901,2.7833091639444752e-24,6.405397116020568e-14
31901,2.5695937776563138e-24,2.5071998134147487e-27
32901,2.7833091639444752e-24,2.3938002974211185e-13
33901,5.029864352152858e-24,5.521058951185546e-19
34901,4.490416700752848e-24,7.172645184420909e-13
35901,2.744365831290311e-24,3.4961465808798454e-14
36901,4.490416700752847e-24,1.7300121698863743e-14
37901,2.744365831290311e-24,4.524559746463799e-24
38901,5.402650138980404e-24,4.57244202715947e-18
