Height,Error (Validator),Error (Actor)
901,3.818418289927758e-24,9.641711014437307e-06
1901,2.2577812844890433e-24,2.0835268237443643e-05
2901,4.4590048774513e-24,2.3884999897022906e-07
3901,5.767476255314442e-24,3.2732854933900404e-08
4901,2.3900897702626806e-24,5.7551855769616207e-05
5901,5.76746425287032e-24,2.2808104943876078e-06
6901,8.112964235671226e-22,0.003038618479102977
7901,2.2041173456232343e-21,0.007206045473734555
8901,2.1042033040042174e-24,3.951989738439489e-06
9901,1.503074685933795e-23,0.00021848136032732806
10901,2.2927035468482732e-24,4.469193220241606e-05
11901,5.265597039980246e-24,6.60988590783603e-07
12901,4.458029871717222e-24,2.097143987750544e-06
13901,4.0302723743525315e-24,1.1294403598175817e-06
14901,2.3878833911639215e-24,1.1962249323777344e-06
15901,4.459873345607359e-24,0.00043629701054871613
16901,3.386612097844319e-24,7.904448033723425e-12
17901,5.287013674375341e-24,1.2447941675372071e-07
18901,3.514325734035193e-24,5.899626552976867e-05
19901,1.2226406990851717e-21,0.011208877697361008
20901,4.92402067719537e-24,4.579032046601521e-05
21901,4.958161263294856e-22,0.002468611877433121
22901,1.9374867523289467e-22,0.001546327290195854
23901,2.0708012769205625e-24,1.9352187990019398e-10
24901,2.071995906847102e-24,1.2343830496836246e-06
25901,3.1201032353472562e-24,0.00015531343850809582
26901,1.0662789222444767e-23,0.001087303881487049
27901,5.8140791779380506e-24,1.093169331721947e-05
28901,5.287012763042676e-24,1.3122718947694322e-09
29901,5.039228332329392e-22,0.003034362774225494
30901,5.288232541705617e-24,1.9743242887415226e-06
31901,2.7518506303222337e-24,1.8509768270741616e-06
32901,3.68111583354361e-20,0.016058232290186613
33901,2.1811242567776136e-23,0.0015837963016083517
34901,6.787440439486744e-24,0.00011715274511938017
35901,3.928639932788392e-21,0.008922188922264493
36901,3.050957169869299e-22,0.0023571461015596
37901,3.740523170264093e-20,0.03526232329233901
38901,5.287012749445691e-24,2.184295431432353e-09
