Height,Error (Validator),Error (Actor)
901,3.287746588475434e-24,5.557433998909825e-09
1901,3.6358632988218064e-20,4.400261983428121e-08
2901,4.089612345833992e-17,1.4411204462502005e-06
3901,3.9273811108081595e-20,4.613019798105893e-08
4901,6.304018291534847e-20,3.5781764034757913e-09
5901,1.9358297643402366e-13,0.013321271738533228
6901,3.904474176113203e-18,4.323527409719656e-08
7901,4.303773295266991e-15,0.0012300541552585922
8901,6.219205913284841e-22,4.540470061716296e-09
9901,1.5544173927065835e-16,0.00015691266327242924
10901,1.4823764678966399e-18,4.497119525354294e-06
11901,6.196119996616583e-22,7.154044334471127e-07
12901,1.3390663861432392e-14,0.0017974340562703559
13901,4.278168880239006e-21,1.985319918116613e-09
14901,1.376944448281675e-19,2.406057510275668e-07
15901,3.131287507227585e-17,1.4162662863833883e-05
16901,5.646637199324571e-16,9.587495573281153e-05
17901,1.9987997170591524e-14,0.0018700149647403166
18901,1.0371286452310084e-17,5.351019307867247e-06
19901,1.5722333284615834e-16,3.162358451106613e-05
20901,3.3786757294155987e-22,2.72998598184091e-08
21901,4.175006375135615e-18,2.6598597536944867e-06
22901,3.694966424639746e-16,0.0001074547837993301
23901,1.1756723474561519e-20,3.855744749925024e-08
24901,1.0768268579612427e-22,8.373876710859861e-07
25901,7.710757857000057e-17,0.0002962269183890958
26901,1.8549559660393141e-13,0.013644278104857263
27901,5.357012872722776e-19,1.4539252684994027e-07
28901,1.0720996430070206e-13,0.009206972802747878
29901,1.4778900570792584e-13,0.01787187659572916
30901,9.210586458685119e-16,0.0007276547215412685
31901,1.4533517721752775e-18,4.790375452126383e-08
32901,5.584396534763809e-16,4.8221955027527545e-05
33901,6.306316016558515e-15,0.002638807519302258
34901,5.87685041263193e-16,0.00041718384837341444
35901,8.770519741514838e-19,1.9872540901674518e-08
36901,7.268935994237675e-24,1.1049095432444181e-09
37901,2.2883015776107773e-24,4.626739947264937e-09
38901,8.777995915820598e-19,5.266775752566316e-08
