Height,Error (Validator),Error (Actor)
901,2.7833096740124536e-24,0.0016716025811271593
1901,7.634975897210912e-24,0.05697979757218323
2901,5.029864352160322e-24,0.00012056585146490757
3901,7.649734531088282e-24,2.6744878799629492e-05
4901,6.983336643599187e-24,0.0022770601746436425
5901,5.04544248782724e-24,0.025828067063606783
6901,3.0253489745430796e-24,0.00022419225393119948
7901,7.012204472522112e-24,5.310453984015114e-09
8901,2.7443658312975512e-24,1.0586856765675746e-05
9901,2.783309166094655e-24,0.0002783848039608678
10901,4.682069798848131e-24,8.051369439070535e-09
11901,5.9210726373698056e-24,0.021426374506752794
12901,7.012204472522112e-24,5.612730788436624e-10
13901,2.7833091639445802e-24,4.878667972940233e-07
14901,4.490416700768423e-24,2.6377493797581477e-05
15901,7.012305221482592e-24,0.009143028587445451
16901,2.8298387695465338e-24,0.03232236847291091
17901,7.012204472524185e-24,1.3604817485530622e-05
18901,4.490416700809039e-24,6.362099953710226e-05
19901,3.1651168661928995e-24,0.0015772486194460334
20901,7.012261074576504e-24,0.008406371133426809
21901,2.7833092630413625e-24,0.002106240934987043
22901,5.9118385163568666e-24,7.302237510437069e-08
23901,5.911848143782513e-24,0.0044185126180963045
24901,6.983335725029162e-24,1.0428683968437791e-07
25901,4.4904220067447755e-24,0.003972688070039474
26901,2.7833091647686393e-24,0.00021732799742133876
27901,6.983335727986122e-24,0.0003548473990193471
28901,7.649734531081002e-24,2.3358283895001887e-06
29901,5.029864352152863e-24,1.6006330372144864e-06
30901,5.9118385163568666e-24,7.019526498983241e-07
31901,2.7834420409496647e-24,0.009658719547559416
32901,3.0253511013439716e-24,0.0031371944577638857
33901,5.911838516356987e-24,2.8185072334296737e-05
34901,5.029864352152858e-24,2.5251924696714884e-07
35901,7.649734531081004e-24,3.124084370667255e-07
36901,2.7443658527662062e-24,0.0005763995936955066
37901,1.1028188674323051e-23,0.0033265620742266946
38901,4.275054395467391e-24,0.002390648449523668
