Height,Error (Validator),Error (Actor)
901,6.856235837770889e-23,0.001994776186268149
1901,1.6834609223895888e-16,0.15136266748708868
2901,1.3338979762697345e-21,0.007840601584784017
3901,1.1502905307985458e-22,0.002332743701057684
4901,7.784073636546927e-21,0.012491110552226466
5901,1.501234461048046e-18,0.045574269026146474
6901,3.015304223292449e-13,0.5744928403805546
7901,7.187425791764015e-15,0.3017610352834176
8901,2.100784470162316e-24,3.7990516398634597e-06
9901,4.630966382320005e-18,0.07526368854886856
10901,1.1911443048543988e-18,0.032502338333671534
11901,4.979018833134207e-22,0.0025941474106335855
12901,3.476389918411147e-24,1.820184708252798e-05
13901,1.7538264834704433e-23,0.0009613991184785079
14901,4.4578342836057855e-24,1.5017990630823046e-07
15901,9.509379591661067e-19,0.05647865482206576
16901,2.294726566448983e-19,0.07406775662502273
17901,4.7153086841095076e-18,0.0713615185854674
18901,1.5321970232010847e-17,0.08276951427956925
19901,2.692813829445409e-23,0.0005268858527653362
20901,2.435445314627056e-18,0.06375915992449267
21901,8.263537086226148e-15,0.34203507896192237
22901,2.6362804506833078e-20,0.030520828232073517
23901,5.784798422864186e-22,0.003487404109602902
24901,6.878913056225458e-23,0.0014881384095995472
25901,1.088934911801909e-19,0.06318690824738744
26901,3.516486214575216e-19,0.03202873103281684
27901,8.245951819434085e-22,0.007588853823967806
28901,1.5673037926135942e-22,0.0035184281958192763
29901,5.815908829211109e-20,0.02637863374202531
30901,5.754769720345112e-14,0.46100518566375004
31901,2.0624003885161173e-18,0.05423480856430122
32901,7.278868835629812e-15,0.3255517995403454
33901,7.966480098923314e-18,0.07150771576295399
34901,1.5164329739607265e-20,0.01079887629347598
35901,3.568815498245083e-21,0.004667576111495906
36901,7.20637075474289e-15,0.2911573064539852
37901,2.1648289936095766e-21,0.019812501070108308
38901,1.5795073424536197e-19,0.037541846587278674
