Height,Error (Validator),Error (Actor)
901,2.2825478709390376e-24,4.767202750205944e-11
1901,2.0708010475382577e-24,5.420287967221743e-13
2901,3.7933143589574684e-24,2.2650444276571297e-06
3901,5.287019766656486e-24,8.446211794049346e-08
4901,4.457785087484e-24,3.0707901245230546e-11
5901,4.460009763942929e-24,1.5736363263601748e-06
6901,5.795031050032779e-24,1.617084938369525e-05
7901,4.457785142809147e-24,1.399810898303313e-10
8901,5.287012749367224e-24,7.121051973683319e-10
9901,5.287012749401862e-24,6.4550554676681126e-12
10901,1.9726653063630217e-24,7.999059390391934e-06
11901,2.100148909728579e-24,1.1279478361668497e-09
12901,5.767450696292735e-24,5.677163445280279e-13
13901,2.1001484556104048e-24,2.2721658975277537e-19
14901,4.4577850862732805e-24,2.3411790544004793e-11
15901,6.139050533354158e-24,4.034549421038622e-08
16901,4.4577850858996085e-24,9.250909211888855e-15
17901,3.386612111828689e-24,1.7854287532868935e-09
18901,1.9390941183552868e-24,4.689335604987592e-12
19901,2.0708010475569146e-24,1.0403803892649371e-12
20901,4.5033415327543466e-24,3.163571735454676e-06
21901,5.767450696327599e-24,7.496948390163072e-10
22901,5.767450820006367e-24,1.133952958587069e-08
23901,2.1001484563743714e-24,2.6536930858007454e-11
24901,5.7674506962894966e-24,2.0573856704730632e-14
25901,5.288207608672262e-24,2.0163211961522634e-06
26901,3.386612096274435e-24,3.411075331258663e-10
27901,2.282547879582691e-24,1.0028976121625112e-08
28901,4.457798316067864e-24,1.460039601017909e-09
29901,1.9390941210512074e-24,1.0193750599976442e-12
30901,3.386612096272338e-24,5.786084361865813e-24
31901,5.2873503052779856e-24,6.664396400463831e-06
32901,3.793135865055286e-24,3.749645904914796e-13
33901,5.7674506970511596e-24,1.5567527372673843e-10
34901,4.4577885978604355e-24,3.4817831314320146e-08
35901,3.386612096282148e-24,3.121427146240827e-11
36901,4.457791942236012e-24,7.600371580780752e-08
37901,5.841992230293654e-24,0.00020736625981931974
38901,5.767450696288675e-24,5.0786626005672414e-14
