Height,Error (Validator),Error (Actor)
901,7.012205572784242e-24,0.0046195436464214115
1901,3.02534922514929e-24,0.0022124150172825887
2901,6.983339615213275e-24,0.011767459521176119
3901,8.187708083261878e-24,0.03227551657217133
4901,7.649734531081e-24,4.75495300630545e-08
5901,5.9118438148447256e-24,0.0038821066734618746
6901,4.490418293922147e-24,0.0020817395515235616
7901,1.0803672570529182e-23,0.08138100000186053
8901,5.911838555773865e-24,0.0007478938837655827
9901,4.490416700752848e-24,2.250064832911415e-09
10901,3.16511661479543e-24,5.682332966158904e-06
11901,2.744365831290311e-24,1.8379108595359922e-09
12901,3.165119517652414e-24,0.0034903263017551727
13901,7.012204472522112e-24,4.2099296535082315e-10
14901,4.490417755914681e-24,0.002421182875177058
15901,4.490416700752848e-24,1.3619003620020376e-10
16901,7.012204472554782e-24,3.1299718302145316e-05
17901,2.7833091639455427e-24,2.9609744864964905e-05
18901,5.402650138990288e-24,5.567071374906523e-05
19901,7.649734531095813e-24,4.006746844664482e-05
20901,6.983335725029212e-24,5.568515999364943e-06
21901,4.490416700773599e-24,7.962064850501911e-05
22901,3.025348974035578e-24,2.5198163638054694e-05
23901,7.779768159838248e-24,0.04379968922817303
24901,4.490416700799669e-24,8.886396070059376e-05
25901,7.649767591158965e-24,0.011264828754389384
26901,5.02986435215286e-24,1.4986126952066198e-06
27901,7.649734532624235e-24,0.00024545350499732393
28901,7.649734531081e-24,1.5818278561044363e-12
29901,3.0253489865498573e-24,0.0031040530090854844
30901,4.490416700752848e-24,2.1767329833736689e-07
31901,4.619118072209385e-24,0.02668550687875923
32901,2.7833091639444752e-24,3.6006011862633115e-08
33901,8.142838995110014e-24,0.002604715984097779
34901,1.1028188542636335e-23,0.004600009951777027
35901,3.0259106957861073e-24,0.012418810253924783
36901,2.7833091643653154e-24,0.0002135001653203712
37901,2.7833091658287882e-24,0.000516901918596679
38901,4.493442454099917e-24,0.015876896963085665
