Height,Error (Validator),Error (Actor)
901,1.9791810318294684e-08,0.0010855779314770473
1901,9.940516858053978e-08,0.0151007974059547
2901,1.5984987085334503e-08,0.0030266845536789377
3901,6.35261795442165e-07,0.07407568635007676
4901,2.761520684014094e-07,0.03525968934005305
5901,2.5246978799113136e-06,0.18312472373649677
6901,1.1498199039285357e-08,0.0031475794362987074
7901,6.340963585858803e-07,0.07017918009572806
8901,5.785238726371662e-06,0.41683371716580403
9901,2.8873427024017772e-08,0.026719312751760455
10901,3.6750882325776817e-07,0.05810457460285851
11901,3.6938721431184575e-08,0.017010365135439416
12901,2.1095238032138296e-06,0.2314486322202768
13901,1.3184392518327635e-07,0.02954836860844375
14901,2.6210908708263464e-09,0.00015758584315572416
15901,1.1018615397870896e-06,0.08959482905015186
16901,1.5925129219243294e-07,0.02412591454984574
17901,1.2291124762861557e-08,0.0030422292968713483
18901,3.761246820879598e-07,0.04244758339522887
19901,3.730140665126869e-08,0.07582212214717139
20901,1.927698525619227e-09,1.941136281264082e-05
21901,2.852924728333456e-10,0.0014688333805991426
22901,7.619831062471537e-06,0.38313177928374514
23901,2.652642695775527e-09,0.002528936168275625
24901,1.6302592710681514e-07,0.017470379594313044
25901,3.827076626050488e-08,0.014618505435224388
26901,3.328250583147239e-06,0.20892459116032816
27901,6.785265845071003e-08,0.04159838039095863
28901,2.08946773346349e-07,0.015969070475876996
29901,1.1927537014250356e-07,0.007939200548807637
30901,7.280464305654699e-09,0.00033735527137436857
31901,5.1513259331039725e-08,0.006134325477147316
32901,2.7835137248738546e-07,0.023231456354500687
33901,3.316878198599903e-08,0.013713692343072832
34901,2.3732015640708925e-08,0.003039420389639146
35901,1.540769205967418e-10,0.0008677619385789973
36901,7.489649359107897e-08,0.008281596461764597
37901,1.1018654092944905e-06,0.09810027039772132
38901,3.5627418555893353e-09,3.39926995141309e-05
