Height,Error (Validator),Error (Actor)
901,3.5702707798433805e-09,0.002394161039089405
1901,6.997663889189657e-08,0.020075899451656234
2901,2.089771861241612e-07,0.0241906115615951
3901,2.850611078599934e-07,0.1111092064962347
4901,3.761242486981723e-07,0.05167456518148566
5901,5.096382348744229e-08,0.004695796672278059
6901,5.822522733760853e-06,0.2704569976503867
7901,2.157679278579811e-08,0.004872936718156887
8901,2.1576790884070033e-08,0.0014659469973901686
9901,5.189702045074112e-08,0.008719694579865931
10901,6.33194099177726e-09,0.07623487665957372
11901,4.97573694912419e-09,0.0010999738986295293
12901,6.829171003088225e-08,0.010206209060686878
13901,1.5796010860412676e-07,0.017952442282742627
14901,4.830981767562975e-09,0.0007121798626861695
15901,1.7439446687370664e-07,0.025007927737563208
16901,1.5282352577877955e-07,0.03323431531855272
17901,3.645721300843813e-07,0.048222209980442125
18901,1.1101010550039369e-05,0.3727470983977551
19901,1.19462543005253e-07,0.011636394227972998
20901,2.1064762308733e-07,0.01998060068348649
21901,7.566280922712415e-10,2.21742118185122e-06
22901,2.8610950522787055e-08,0.0019068082785667654
23901,1.1948243129791262e-07,0.041501947709995754
24901,1.143040490452475e-11,7.441266936126391e-06
25901,4.65477669356566e-07,0.07255416191372506
26901,5.387793601398876e-09,0.002559513255726516
27901,2.761525748403792e-07,0.04536594668135418
28901,7.491304894787972e-10,3.618323193067599e-06
29901,8.818796584422564e-09,9.09705925981688e-05
30901,6.998435169920884e-07,0.07811116200838572
31901,1.0728440692275518e-09,0.022216591295664886
32901,5.134034617721037e-08,0.004221659923982768
33901,1.9237665169210986e-09,8.721980958934181e-06
34901,3.564010898106494e-09,0.0009653324002884518
35901,2.8489774949814633e-07,0.05829262839739309
36901,1.1083671584079623e-06,0.13524636579308452
37901,1.1015872257313447e-06,0.107119998116713
38901,9.008741988006978e-08,0.005980213651203099
