Height,Error (Validator),Error (Actor)
901,2.424356040943313e-24,1.451889532720785e-10
1901,2.4243560409433133e-24,4.349532056423955e-12
2901,2.236971178894641e-24,7.569949836801036e-11
3901,2.3902106705801486e-24,2.2965654075795104e-09
4901,3.921141629678451e-24,8.006072593554054e-12
5901,2.424356040943385e-24,4.9432318039929726e-08
6901,6.132235842108554e-24,2.3212804668612296e-09
7901,2.4243569049656745e-24,6.393070501969407e-05
8901,3.921141629678451e-24,2.257907735176798e-13
9901,6.691219844850673e-24,1.0016517433738289e-10
10901,2.636575653259757e-24,3.3575095688570612e-09
11901,3.921141629678451e-24,1.0939177112668873e-11
12901,5.1674390322940916e-24,2.963672398317726e-10
13901,3.921141629678451e-24,1.2547820750517632e-09
14901,6.691219844850673e-24,5.29682782966557e-07
15901,2.3902106705801486e-24,1.0794947498389335e-10
16901,2.4243560409433133e-24,1.031732537748456e-11
17901,6.691219844850673e-24,2.3415960113945516e-14
18901,3.921141629678451e-24,1.5948758030993834e-06
19901,2.3902106705801486e-24,2.0175498050704943e-12
20901,6.691219844850673e-24,1.3495116614723258e-09
21901,2.3902106705801486e-24,4.1497679033972186e-10
22901,3.921141629678451e-24,8.986135026691436e-09
23901,2.3902106705801482e-24,1.6298793477137328e-08
24901,2.3902106705801486e-24,2.181358722971232e-13
25901,3.921141629678451e-24,5.033859567311589e-13
26901,2.636575653258963e-24,6.240649747608878e-08
27901,3.921141629678451e-24,7.28067040339409e-11
28901,2.3902106705801486e-24,7.097946734780182e-11
29901,2.3902106705801486e-24,3.196194008139045e-11
30901,3.921141629678451e-24,2.699154357064511e-11
31901,6.691219844850673e-24,4.563308765582432e-13
32901,6.691219844850673e-24,5.741792846678629e-09
33901,2.3902106705801482e-24,1.6288489879254813e-09
34901,3.921141629689269e-24,2.752405519013608e-07
35901,3.9211416296785016e-24,1.1928856128584466e-09
36901,3.921141629678451e-24,1.931586386746104e-12
37901,6.750462467100424e-24,9.03608977508835e-13
38901,3.921141629678452e-24,9.331913620961024e-09
