Height,Error (Validator),Error (Actor)
901,2.7443658312902903e-24,3.185527502574647e-11
1901,2.569593777659746e-24,2.870785341068971e-05
2901,3.1651166147952885e-24,3.963705150803738e-08
3901,4.4904167007528236e-24,1.4237836476046986e-10
4901,7.012204472522084e-24,7.412892276820589e-10
5901,6.983335725029134e-24,1.3547114702656818e-07
6901,4.4904167007528236e-24,8.029932310540396e-12
7901,5.029864352152833e-24,3.2616371798836672e-06
8901,7.64973453108097e-24,4.1006626136225465e-06
9901,2.5695937776562936e-24,5.630631236369933e-10
10901,2.5695937776562936e-24,4.000970870771212e-13
11901,7.012204472522084e-24,2.4729605062149375e-08
12901,7.717301674768094e-24,7.426783563270302e-12
13901,4.4904167007528236e-24,1.3600085525523054e-10
14901,7.64973453108097e-24,5.051548994072774e-10
15901,6.983335725029134e-24,2.9472665107147086e-07
16901,5.029864352152833e-24,1.0005195706210578e-08
17901,4.4904167007528236e-24,6.664286443760205e-10
18901,2.7443658312902903e-24,2.432953960363148e-10
19901,7.64973453108097e-24,8.86260949685993e-10
20901,4.4904167007528236e-24,1.9234988675460961e-10
21901,4.4904167007528236e-24,3.7854723036938173e-11
22901,2.783309163944455e-24,7.812481471559755e-12
23901,7.64973453108097e-24,2.0621741636032367e-12
24901,4.4904167007528236e-24,9.693593526449343e-12
25901,5.91183851635684e-24,3.427287309596742e-09
26901,7.64973453108097e-24,3.695743873163514e-09
27901,4.4904167007528236e-24,6.318262418165097e-11
28901,2.7443658312902903e-24,8.627125570165967e-11
29901,4.4904167007528236e-24,6.355243018495613e-10
30901,7.012204472522084e-24,8.806272002961335e-11
31901,5.029864352152833e-24,7.142826649429765e-08
32901,2.7443658312902903e-24,1.4113185712271027e-09
33901,4.4904167007528236e-24,7.474915958924647e-12
34901,5.40265013898038e-24,3.0101597617210692e-09
35901,4.4904167007528236e-24,1.6293470711240858e-10
36901,2.5695937776562936e-24,3.177619557882526e-08
37901,4.4904167007528236e-24,2.80065181484016e-09
38901,2.783309163944455e-24,3.7129794670540335e-09
