Height,Error (Validator),Error (Actor)
901,3.921141629678471e-24,1.7349404941590408e-11
1901,4.394127339765703e-24,1.0994977721512489e-13
2901,3.921141632314023e-24,3.212960096010777e-07
3901,4.394127339765938e-24,5.060526939869053e-08
4901,6.132235842108579e-24,1.9696568581246473e-12
5901,2.4243560422307625e-24,6.222627735325572e-08
6901,2.7591234099983776e-24,5.658102240839889e-06
7901,5.167439032294114e-24,1.3428744415469523e-11
8901,6.691219844850698e-24,3.199648601914158e-09
9901,2.390210670580165e-24,6.346621801949669e-15
10901,2.424356045992874e-24,4.4454925995993244e-07
11901,5.167439032294114e-24,4.2221483614398184e-11
12901,5.167439032294114e-24,5.210929154006538e-16
13901,2.4243560409433302e-24,3.265620624625916e-20
14901,6.691219844850698e-24,1.601559380833834e-13
15901,2.6365756532589822e-24,1.1389762184785202e-08
16901,2.6365756532589803e-24,4.800050329741683e-15
17901,5.167439032294114e-24,3.858373581216333e-11
18901,2.6365756532589803e-24,5.3978035202303835e-14
19901,2.7591234049101453e-24,2.047857351532542e-13
20901,3.9211416297328594e-24,8.749722185133938e-08
21901,6.691219844850698e-24,3.6184165883920496e-11
22901,3.9211416296795074e-24,1.1712975650067268e-10
23901,2.390210670580165e-24,9.764324918784794e-14
24901,2.390210670580165e-24,3.4540267979880513e-15
25901,2.6365756532807784e-24,4.1978181618294836e-07
26901,6.132235842108579e-24,2.911880820769008e-11
27901,2.424356040945512e-24,3.33330248380791e-08
28901,2.2369711788946803e-24,3.9784725603096995e-11
29901,2.390210670580165e-24,1.317919464696698e-18
30901,2.6365756532589803e-24,2.430667545054749e-26
31901,3.732312745491935e-24,1.2293303557574048e-05
32901,2.42435604094333e-24,7.819856258558558e-16
33901,5.167439032294114e-24,1.897791747458305e-11
34901,5.1674390322951936e-24,8.247254793462669e-10
35901,4.394127339765703e-24,1.5856062810415964e-11
36901,2.3902106705807374e-24,1.2193681934217452e-08
37901,3.921185368623359e-24,7.068151206692483e-05
38901,2.42435604094333e-24,4.852768164508863e-16
