Height,Error (Validator),Error (Actor)
901,6.800963493576458e-20,3.0793505519188605e-06
1901,1.3014393882755879e-13,0.013272486001845902
2901,9.740472021694662e-15,0.0006969700138420062
3901,2.593729780942122e-13,0.01916560882746554
4901,7.812743745631139e-13,0.03708803485004557
5901,6.780136018319137e-21,1.5804327827078196e-07
6901,1.3725168090633958e-14,0.0035129909126682245
7901,3.9955873137312987e-22,9.319813197950742e-11
8901,6.237858844512967e-14,0.005091676675944673
9901,8.555809696812437e-16,0.0001042081876077908
10901,2.926523307261476e-14,0.003970322806283124
11901,1.93617959916619e-15,0.0012530451871960839
12901,2.861571761161097e-15,0.0008987128776957884
13901,4.351569609726983e-16,0.0007170828357821693
14901,7.030977668564758e-21,2.5283440999613136e-09
15901,6.303920414385091e-20,1.818626076466265e-09
16901,6.604651088894252e-15,0.0009544300234052225
17901,6.3566177058180115e-18,7.626902991943992e-07
18901,3.042402580342883e-13,0.0194824515310317
19901,1.638515533072119e-17,1.975009012840213e-05
20901,1.272202625703044e-15,0.0008555970310137329
21901,1.3419511017146896e-15,0.00159903214029605
22901,1.5737011286397104e-16,6.407735169611338e-05
23901,2.392633540918978e-18,1.83344760103167e-05
24901,3.8099730437917696e-13,0.01750863541655037
25901,8.770545824975112e-19,6.342180987902546e-09
26901,6.3594745087044284e-18,1.174178444798653e-06
27901,2.6920775320983174e-17,3.0069947271616155e-05
28901,2.5601796264485907e-18,7.865141333593939e-06
29901,7.101986621325906e-14,0.006252177799229055
30901,3.974513820026197e-18,8.259530236855039e-07
31901,9.998140254450283e-17,3.195579281922729e-05
32901,8.771152865809784e-19,2.3220974307605075e-08
33901,1.455058363510879e-18,1.296773927921186e-07
34901,1.5763601425454867e-16,0.0003856251163108409
35901,2.8615718157583578e-15,0.0007231484459290683
36901,4.2471283283008624e-14,0.005393813918794657
37901,6.292781512322922e-15,0.0006297046880684669
38901,6.760514521067936e-18,1.3364581860101682e-06
