Height,Error (Validator),Error (Actor)
901,2.6365756532589635e-24,3.68623334104442e-09
1901,2.2369711788946414e-24,5.558538106698163e-12
2901,3.9211432605731584e-24,0.00012816052532785405
3901,2.4243560409433133e-24,2.303466131035846e-12
4901,4.394127339765682e-24,1.522796708147254e-07
5901,3.9211416296784634e-24,3.2548201112883463e-07
6901,5.167439032294104e-24,1.1139757197076726e-09
7901,4.1415247902730464e-24,1.261340078072426e-05
8901,2.4243560409433133e-24,7.790901901235722e-10
9901,3.921141629678621e-24,7.607619357578559e-10
10901,4.394127339765682e-24,2.105462231524906e-08
11901,5.1674390322940916e-24,3.810405776944924e-09
12901,3.9211416296948006e-24,3.853121484620663e-08
13901,6.691219844850673e-24,3.716643644067582e-11
14901,2.636575653258963e-24,3.965457068143985e-07
15901,5.1674390374672644e-24,2.360724544929502e-06
16901,5.167439032328208e-24,1.0443681265281599e-07
17901,5.1674390322940916e-24,1.6435077481935117e-09
18901,3.921141629712619e-24,4.5434154531510585e-08
19901,2.6366672680875357e-24,0.0012514788003590632
20901,2.3902106705801486e-24,1.0064682277909099e-09
21901,3.921141629678451e-24,1.5381329149115894e-10
22901,5.1674390322940916e-24,3.852003910193613e-09
23901,5.1674390322940916e-24,7.797444692231823e-09
24901,6.1069238308376615e-24,1.1330023412062878e-07
25901,5.167439032294126e-24,7.667855337960172e-08
26901,2.4243560409433313e-24,2.621835028530212e-09
27901,2.2369711788946414e-24,2.9274075128056156e-10
28901,6.132235842108555e-24,1.0343480661643523e-07
29901,2.4243560409433133e-24,3.252369542128654e-10
30901,2.6365756532589635e-24,1.7738879388841569e-07
31901,6.691219844867002e-24,6.897758296392044e-09
32901,2.390210670580179e-24,1.6235923787441734e-10
33901,2.4243560409433133e-24,6.265153671289234e-09
34901,6.691220004765283e-24,1.744572233436599e-05
35901,2.3902106705801486e-24,1.3501138999622304e-08
36901,6.691219844867035e-24,8.481677537346654e-07
37901,3.921141629678455e-24,3.619132375369171e-09
38901,5.1674390322940916e-24,2.3990840208008576e-08
