Height,Error (Validator),Error (Actor)
901,4.8152533438940806e-15,0.05524961342789659
1901,9.779190833921158e-16,0.03863140925542779
2901,1.6886169776021427e-14,0.09445480025094262
3901,6.3094970291727106e-21,1.532348887679305e-05
4901,1.4640298676140208e-18,0.0013540383486881468
5901,3.2924390078521496e-15,0.0637666046278013
6901,1.6078811798789656e-19,0.0003190438133684824
7901,1.940720062364881e-17,0.005246763411570267
8901,1.940720394699809e-17,0.011972183607111197
9901,1.9177986274801815e-17,0.006311709007913987
10901,6.208765961948253e-24,9.429613895939625e-07
11901,1.5587146618904633e-15,0.04721668996616899
12901,1.4739222690125256e-13,0.18546579728817889
13901,1.535013781889492e-19,6.284899610359302e-05
14901,6.368664361807792e-14,0.17546416606909854
15901,2.440083794449259e-19,0.0025248122553216536
16901,1.2326189130278903e-19,0.0024125283842150805
17901,1.1002246610058492e-15,0.03636881101243421
18901,1.0363867589311691e-16,0.022193157150734198
19901,1.8376728991634798e-19,0.0008927533507966773
20901,1.474591272212323e-14,0.08657365510672234
21901,4.42958624503579e-17,0.014062249802880815
22901,6.167326877076185e-19,0.0011684647590028605
23901,3.8534835014805043e-22,6.652273334177938e-06
24901,2.350386912553701e-15,0.04690199367838112
25901,3.889704052788408e-20,0.00017542425245733898
26901,1.6152091646811734e-15,0.054552133939087914
27901,1.5425932142039396e-20,7.762943412264511e-05
28901,2.982767271843971e-23,5.47287241614102e-06
29901,1.7213467369123235e-16,0.015891382334211706
30901,1.5391117959592223e-15,0.04628262379066691
31901,6.566678513675561e-20,0.0004052034769158612
32901,1.6792053320029034e-19,0.0003380385903019005
33901,9.471994134747242e-19,0.001961581553623989
34901,1.8344837154942078e-13,0.17661710500992275
35901,1.9407203715968644e-17,0.00519930750849946
36901,5.90236451707513e-20,4.561379735323871e-05
37901,7.18160955483457e-16,0.030820539156841024
38901,8.135873114496606e-24,4.087529933413986e-06
