Height,Error (Validator),Error (Actor)
901,2.744365831290311e-24,5.172132821129997e-16
1901,2.5695937776563138e-24,2.7352244196629168e-24
2901,5.9118385163568666e-24,4.774254146864004e-24
3901,2.744365831290311e-24,1.4419215583185025e-18
4901,2.74436583129031e-24,6.670375467989428e-14
5901,5.029864352152858e-24,4.315201389119195e-25
6901,2.5695937776563138e-24,1.0972586167019195e-17
7901,4.490416700752848e-24,4.209004717375043e-22
8901,2.5695937776563138e-24,5.161319053212266e-25
9901,2.7833091639444752e-24,8.29011275977982e-19
10901,2.744365831290311e-24,4.630664973607463e-24
11901,7.649734531081e-24,8.229010284056178e-24
12901,2.7833091639444756e-24,1.4282962945187189e-18
13901,2.744365831290311e-24,1.4607293280952352e-17
14901,5.9118385163568666e-24,6.007178050942223e-16
15901,4.490416700752848e-24,2.283854524249275e-09
16901,7.012204472522112e-24,1.2988588147322184e-15
17901,7.649734531081e-24,2.2701797484817796e-16
18901,4.490416700752848e-24,3.0636056516492965e-21
19901,5.9118385163568666e-24,2.446975287219689e-18
20901,2.5695937776563138e-24,8.347497928692624e-19
21901,2.7833091639444752e-24,3.605875576686591e-14
22901,4.490416700752848e-24,8.08363382159546e-21
23901,2.744365831290311e-24,7.8767319069283095e-16
24901,5.9118385163568666e-24,6.751395886407093e-13
25901,3.025348974034271e-24,2.3411713724336713e-15
26901,4.490416700752848e-24,4.472300681098183e-27
27901,2.744365831290311e-24,4.716389156525396e-16
28901,7.717301674768123e-24,6.803483768330224e-18
29901,5.029864352152858e-24,7.708067460278774e-17
30901,2.744365831290311e-24,4.4266077882056485e-17
31901,5.911838516356867e-24,4.107522879411432e-12
32901,7.649734531081e-24,9.155362530595976e-16
33901,7.649734531081e-24,2.701931711215149e-13
34901,2.744365831290311e-24,3.353604177698196e-19
35901,2.7833091639444752e-24,1.019140769394443e-18
36901,5.911838516356874e-24,1.2744753601478453e-05
37901,5.9118385163568666e-24,6.581191895256889e-19
38901,2.5695937776563138e-24,4.314774334349244e-20
