Height,Error (Validator),Error (Actor)
901,7.988950985509868e-13,0.00023115791318962882
1901,8.748906168031363e-14,7.896066729878847e-06
2901,7.966411731829224e-13,2.358090140822509e-05
3901,2.6268729670320175e-17,2.3362544053398835e-08
4901,4.053860854088886e-15,1.0363965342800092e-07
5901,2.826071560941322e-14,5.6694384346569646e-08
6901,1.765432843619402e-17,4.002212106859607e-12
7901,2.3231579807370808e-12,2.5300980955257726e-05
8901,6.619941535948616e-20,1.0320433158526299e-12
9901,4.0043680050934957e-13,7.175965504736971e-05
10901,1.6840737245348664e-12,0.00013025184165302314
11901,2.824902250190995e-14,1.4801781612343134e-06
12901,1.64646009999373e-09,0.06455902155514262
13901,1.1802022293355244e-12,1.4654839859451647e-05
14901,1.1299135722969624e-12,8.796630308474336e-06
15901,2.1181796276304759e-13,1.6412168083649092e-06
16901,1.6136395170607818e-12,2.3857294908430367e-05
17901,1.464486316759155e-13,1.1249397899343704e-05
18901,2.600132672267075e-13,3.752130714650102e-06
19901,1.1328040658484969e-12,1.3631852460713462e-05
20901,1.8788706839828932e-15,9.571529758990516e-08
21901,3.177911882789914e-15,4.7330051521589605e-09
22901,1.9161855793733503e-15,5.0152296866236726e-08
23901,1.298252528275329e-11,0.000900767123605584
24901,4.719649707093138e-15,6.870104317184035e-07
25901,2.71693068204228e-15,7.560985642288295e-07
26901,1.8454803696684442e-15,1.697633223537067e-07
27901,8.977917828945423e-15,8.48985608946579e-07
28901,2.6639874744688143e-13,4.080729615746416e-06
29901,1.9456438528989052e-14,2.530944600444346e-07
30901,2.819013507912556e-14,9.659217645487244e-07
31901,4.098757023465824e-17,1.838066862540938e-11
32901,3.53731447986409e-16,2.0866298857094406e-09
33901,4.1720489830701796e-14,1.5235549967788844e-06
34901,3.40746933751976e-12,7.48938890119473e-05
35901,1.2854908796812712e-13,3.0051577691385126e-05
36901,7.89578605973912e-13,3.6125851867942956e-06
37901,5.519743092130994e-13,2.2438707133592485e-06
38901,4.0419668960382335e-15,3.993279581197465e-09
