Height,Error (Validator),Error (Actor)
901,9.606962206922541e-24,0.0001967712061565243
1901,2.780085115754914e-23,0.000298834200443538
2901,3.3866120962723386e-24,2.2280929287393675e-17
3901,3.386612096272515e-24,6.132704190132883e-15
4901,4.457785313715513e-24,1.6572126398596544e-08
5901,3.793135979501893e-24,1.9875327007475962e-08
6901,3.7931358650506974e-24,1.8606812830616865e-12
7901,2.1001484556104044e-24,2.6158496140158475e-16
8901,4.4577850858996085e-24,1.575915130705769e-20
9901,2.899365364332057e-24,8.604206263668684e-05
10901,2.100148512423857e-24,1.735332695741367e-11
11901,5.2870127493820466e-24,1.479094935528904e-11
12901,5.793200148271389e-24,2.0118442713793333e-06
13901,1.939122780484679e-24,1.1968914240134182e-08
14901,2.2825478701519876e-24,4.904333145974321e-10
15901,2.1001554729036853e-24,1.0837064302976824e-09
16901,2.3890648706162264e-24,5.392301539547218e-07
17901,5.818368797119187e-24,8.389974159048775e-13
18901,3.386612124160097e-24,1.0777936721686257e-11
19901,5.767477003077383e-24,6.008036984045863e-08
20901,3.375412997844808e-24,7.461523192719233e-05
21901,3.3866120962904045e-24,9.88766277059963e-13
22901,3.386612096310869e-24,1.2272648511954148e-13
23901,5.287012763145926e-24,2.0790188424652418e-09
24901,4.45778508668361e-24,8.840731000569968e-11
25901,1.9390941254688404e-24,6.495377951618961e-11
26901,3.386612096272338e-24,4.2559376474259847e-16
27901,2.2826417314217762e-24,3.367995131007264e-07
28901,3.386612097845237e-24,1.9140469175922088e-11
29901,2.100148572994289e-24,1.633963672585744e-09
30901,3.386615608236432e-24,2.8207619675097794e-08
31901,1.9390941178109734e-24,3.048593460270412e-13
32901,5.287012749364102e-24,1.2479858763492088e-12
33901,3.387019337084273e-24,7.901685594488834e-08
34901,1.939094174212502e-24,2.9027940724333582e-11
35901,5.8940993399555825e-24,4.800821985775479e-05
36901,1.939094117801213e-24,2.0966199727938957e-16
37901,3.386612096272338e-24,4.713101417123477e-17
38901,2.1001484559761947e-24,2.2135951880381576e-12
