Height,Error (Validator),Error (Actor)
901,2.421078126680234e-16,2.2368308319350594e-05
1901,2.0000559263162651e-22,3.1878029652652577e-10
2901,2.0002396632685828e-14,0.004097371851727691
3901,6.667064161319373e-21,1.3016399488763304e-08
4901,1.7840379770446706e-23,1.4692941873408373e-10
5901,9.145682783799044e-18,0.0002037453387194295
6901,4.448463902528193e-14,0.004414025718262355
7901,4.052679765541953e-21,2.460402237106446e-09
8901,5.9928620725237745e-24,1.964098715661384e-08
9901,2.059641686062001e-21,7.653747694984084e-09
10901,1.4805953868448449e-18,1.4489065502638094e-07
11901,7.745953920269802e-18,2.2235459080264885e-07
12901,6.278759474524896e-15,0.002221516929630154
13901,1.0996394315596834e-12,0.03599903263100493
14901,3.905580185171355e-18,6.455997656180907e-07
15901,6.451208742145905e-14,0.010414519835844752
16901,6.162761289605671e-14,0.005189803171594725
17901,4.246551407490373e-15,0.003497406679185259
18901,1.6541197339398e-23,1.5039686388623666e-08
19901,4.3432328164602713e-17,3.509410641648473e-05
20901,2.5689357705350084e-24,2.6485152042436858e-08
21901,4.155177112349355e-17,2.398917422218474e-06
22901,2.5237102062466795e-24,1.0337656206129505e-10
23901,3.498887301569417e-14,0.006127949839498938
24901,4.25684473719016e-15,0.0011754945575953378
25901,2.385393439648529e-16,2.6321205316092863e-05
26901,3.3652296648077793e-22,4.0425177248197266e-11
27901,2.6920773714472686e-17,6.418544975192176e-05
28901,6.607325726190185e-22,4.914074376628639e-09
29901,6.28820466113708e-15,0.00047876530188355063
30901,1.0295146443337951e-17,1.27360410190667e-05
31901,1.175831644896781e-23,3.0461907211952895e-10
32901,3.2119765339113675e-19,5.356760349992424e-06
33901,6.24309576472486e-22,7.958787302327808e-08
34901,3.3593044693873143e-22,5.356424926722214e-11
35901,2.066046038905712e-21,8.103373925323869e-08
36901,2.0660460432172926e-21,3.3234034829553505e-08
37901,1.850950206516302e-13,0.012739738856581095
38901,2.919793840925845e-14,0.0025551697408450484
