Height,Error Probability
2689411,1.5858114123723655e-12
2689412,6.966100299478054e-13
2689413,1.0007362727734825e-12
2689414,6.614590668892205e-13
2689415,2.831763561229194e-13
2689416,1.7896443243101145e-13
2689417,4.764922296604983e-14
2689418,6.593152632213177e-13
2689419,3.3305392014807935e-12
2689420,1.5261121923399803e-12
2689421,7.625462476938756e-14
2689422,1.8194628829899276e-13
2689423,1.1418752185026296e-13
2689424,2.7704696686258638e-14
2689425,1.268366935261169e-14
2689426,1.1377595611037688e-13
2689427,7.28405541989555e-14
2689428,6.597356795542308e-13
2689429,4.371288300512861e-13
2689430,1.7960093859928953e-13
2689431,2.831763565715461e-13
2689432,2.94870906691238e-14
2689433,7.291191997648078e-14
2689434,1.0259807901688546e-14
2689435,2.7597994154089297e-14
2689436,6.5851623101896196e-15
2689437,2.2135201948776647e-15
2689438,8.22962734479102e-16
2689439,1.2939029597167352e-16
2689440,4.2419961615043974e-17
2689441,3.96281678645581e-17
2689442,1.1238819690022109e-17
2689443,1.1184352424630996e-17
2689444,1.2792330229265064e-16
2689445,2.1355312801076274e-15
2689446,1.1376900582832427e-13
2689447,1.0011258745481417e-12
2689448,1.584109201004983e-12
2689449,1.3732849945113835e-13
2689450,2.7990397594641965e-13
2689451,2.2473621760967897e-12
2689452,7.782207377816915e-13
2689453,1.0037122639827688e-12
2689454,2.2473993067982973e-12
2689455,1.5261121923399653e-12
2689456,1.1561709325769014e-13
2689457,6.1499971585090985e-15
2689458,2.2048166777226517e-15
2689459,1.3051430705093996e-15
2689460,2.1342729906089325e-15
2689461,2.4992544428955333e-16
2689462,4.064206931115745e-16
2689463,9.171697973068418e-16
2689464,2.7595990800342977e-14
2689465,4.4853738410792073e-14
2689466,4.310183919463775e-13
2689467,1.0145273166611518e-12
2689468,3.3383600414044063e-12
2689469,1.4917227714299172e-11
2689470,1.0383577707815776e-11
2689471,2.27720529183955e-12
2689472,1.4918417763439644e-11
2689473,1.492494203274017e-11
2689474,1.189622431198079e-11
2689475,5.075305523361017e-12
2689476,2.3250681585061196e-12
2689477,3.063911011805303e-12
2689478,1.340030967708506e-12
2689479,7.239572768109521e-12
2689480,4.957885755213934e-12
2689481,1.4957379424153873e-11
2689482,3.0485719654411347e-11
2689483,1.1911505883935927e-10
2689484,8.513756531023361e-11
2689485,6.082470207064821e-11
2689486,5.967587521486207e-10
2689487,3.755953581793958e-09
2689488,8.241738521237919e-10
2689489,2.05920822427789e-09
2689490,4.352231939501642e-10
2689491,5.968060576857876e-10
2689492,1.1133395485132815e-09
2689493,7.913654444050847e-10
2689494,4.243734960562381e-10
2689495,1.7833215374453257e-10
