Height,Error Probability
2701506,3.503225602073721e-12
2701507,2.247593598461749e-12
2701508,3.3286515276695053e-12
2701509,3.3244884848407e-13
2701510,4.322019601078691e-13
2701511,1.5261125111163034e-12
2701512,6.688223641716838e-13
2701513,8.679444558655748e-14
2701514,3.085961010235813e-14
2701515,1.13865197711212e-13
2701516,1.156167546397993e-13
2701517,2.7910167133667945e-13
2701518,1.5057360518131661e-12
2701519,4.893850045575527e-12
2701520,1.0541888684357801e-12
2701521,1.900496887593021e-13
2701522,7.195710262986255e-14
2701523,4.485378363824963e-14
2701524,4.485373857445052e-14
2701525,7.175432793755043e-14
2701526,7.447918343632927e-14
2701527,1.0423430537840704e-14
2701528,1.4233062682893706e-15
2701529,3.66961238297184e-15
2701530,7.652844607803022e-15
2701531,1.1379872252752842e-13
2701532,6.593090968570676e-13
2701533,8.679392857493995e-14
2701534,1.76154944583558e-14
2701535,1.809105231468451e-14
2701536,1.695578017520976e-14
2701537,1.1376931731983069e-13
2701538,1.505736051810437e-12
2701539,1.0355471366653442e-11
2701540,3.338355791159906e-12
2701541,6.507150983020898e-13
2701542,4.3563642704743737e-13
2701543,1.0006108838116253e-12
2701544,3.338355791173035e-12
2701545,1.014527317046712e-12
2701546,4.3712989201213737e-13
2701547,6.688223654939563e-13
2701548,1.897917074863275e-13
2701549,1.819462883001384e-13
2701550,1.7898719556061447e-13
2701551,1.137835646869791e-13
2701552,1.00060618661636e-12
2701553,1.0011258745481417e-12
2701554,2.254121704877764e-12
2701555,1.7806514473407002e-13
2701556,3.065891817451972e-13
2701557,6.608503411789341e-13
2701558,1.5057364644131936e-12
2701559,4.552488903312076e-13
2701560,1.7847696759791308e-13
2701561,7.409063600399702e-14
2701562,7.581494197511042e-14
2701563,1.1383528749439985e-13
2701564,6.593830025791173e-13
2701565,4.552488903311901e-13
2701566,6.617746030587596e-13
2701567,1.141858641774422e-13
2701568,1.710211051175691e-14
2701569,9.936479466495025e-16
2701570,2.1359336789680186e-15
2701571,1.2414310911550862e-15
2701572,1.2414310405893177e-15
2701573,2.302564092319441e-16
2701574,9.350499339113488e-17
2701575,1.241958983677798e-15
2701576,1.0224740766822154e-14
2701577,7.74692424246504e-16
2701578,3.6375920594001214e-15
2701579,1.266774605401021e-15
2701580,1.6876619580381657e-14
2701581,7.164261595251876e-14
2701582,1.3705826499303473e-13
2701583,1.1419569065899117e-13
2701584,1.8069005187322723e-14
2701585,4.468290619751666e-14
2701587,5.444685542225302e-14
2701588,7.447918343632851e-14
2701589,1.7966934613099363e-13
2701590,1.0224749097517884e-14
2701591,2.1778254096403273e-15
2701592,2.344183130396062e-16
2701593,1.308670326836592e-16
2701594,2.29296051499922e-16
2701595,4.241476830411728e-17
2701596,3.9628026153604156e-17
2701597,1.1474064888024271e-17
2701598,1.2778876678264734e-16
2701599,2.2929542575265686e-16
2701600,6.123292585068384e-15
2701601,1.0224740747624115e-14
2701602,2.7597993715508446e-14
2701603,7.1694725849433e-14
2701604,1.7896741942197943e-13
2701605,1.156167499755762e-13
2701606,1.3705901851408226e-13
2701607,4.9626475947343676e-15
2701608,4.4720371017262587e-14
2701609,2.948693506652048e-14
2701610,1.0228477850018294e-14
2701611,2.7031295308121204e-15
2701612,2.168522757059987e-15
2701613,2.4238751098384793e-16
2701614,3.9361506189692126e-17
2701615,2.0866693079673462e-17
2701616,1.27923302296834e-16
2701617,5.151512830779924e-17
2701618,1.33745532033068e-17
2701619,9.622254964031548e-19
2701620,2.290602932968541e-16
2701621,2.2910119213807446e-16
2701622,7.136255346693645e-16
2701623,7.171248299411956e-16
2701624,7.171248307953098e-16
2701625,3.6361585790144806e-15
2701626,2.1778254087966094e-15
2701627,3.6361657762321156e-15
2701628,1.0259601165438135e-14
2701629,2.7704695696261075e-14
2701630,1.2683669351560419e-14
2701631,3.690462021794833e-15
2701632,1.6944156045731214e-14
2701633,3.706011273941604e-15
2701634,3.636165776389445e-15
2701635,6.1499787808521725e-15
2701636,2.9884538473453944e-16
2701637,1.2403595354087853e-15
2701638,2.499254430770239e-16
2701639,2.1455380344663028e-17
2701640,4.0639930424489567e-16
2701641,7.171248299414025e-16
2701642,2.143493775139334e-15
2701643,1.6887960166904157e-14
2701644,4.4680951655206175e-14
2701645,4.3073918321897165e-13
2701646,6.9573654504348e-13
2701647,4.3748471049045125e-13
2701648,1.0036813113816556e-12
2701649,6.59382991875668e-13
2701650,4.552488903298241e-13
2701651,3.3292879639751864e-12
2701652,1.4924942032766002e-11
2701653,1.038357770781581e-11
2701654,4.907351776069437e-12
2701655,1.5841092017533385e-12
2701656,2.2550858235413064e-12
2701657,4.907352389234412e-12
2701658,1.5841092020295635e-12
2701659,1.900496887593395e-13
2701660,1.8195845243828462e-13
2701661,1.0006118877156383e-12
2701662,3.324488485522602e-13
2701663,6.599089397467416e-13
2701664,1.0011258753684325e-12
2701665,1.8178426130401997e-13
2701666,4.3073937278694414e-13
2701667,6.597349907518605e-13
2701668,2.248706436825382e-12
2701669,1.0355471366653458e-11
2701670,1.584109201004963e-12
2701671,1.5272072339443213e-12
2701672,2.3614469766067318e-12
2701673,5.117123164016082e-13
2701674,4.3221914774633755e-13
2701675,4.552495367313978e-13
2701676,8.697489824208766e-14
2701677,4.528210278679097e-14
2701678,1.096350984423225e-14
2701679,4.468291347193493e-14
2701680,1.156167499782135e-13
2701681,7.652350408500133e-15
2701682,1.7303886686223717e-15
2701683,4.111204853133885e-16
2701684,2.133937975962571e-15
2701685,1.2414310408226133e-15
2701686,7.293286657642228e-16
2701687,2.3009150126874634e-17
2701688,7.067446360320524e-17
2701689,1.240291835106961e-15
2701690,1.2667745970777954e-15
2701691,7.739687250187656e-17
2701692,1.286021065958602e-16
2701693,4.0844873392438006e-16
2701694,2.143493775972625e-15
2701695,1.0216384998572908e-14
2701696,3.6361585769826115e-15
2701697,1.0259601165327114e-14
2701698,7.746924262899133e-16
2701699,4.162864079604763e-16
2701700,2.133637362593435e-15
2701701,3.706010977796616e-15
2701702,1.5825511543407898e-15
2701703,1.2464896590237556e-15
2701704,6.128450616860312e-15
2701705,7.746924242903661e-16
2701706,6.130775422558396e-15
2701707,6.1284492129271786e-15
2701708,7.169472584943714e-14
2701709,1.1418583884940662e-13
2701710,8.679392867318478e-14
2701711,4.3083394610274465e-13
2701712,2.254121704885113e-12
2701713,7.142720496747449e-12
2701714,7.2305526699510394e-12
2701715,4.893852742451022e-12
2701716,4.907351775045505e-12
2701717,4.3060601490352585e-11
2701718,3.0751169771158675e-11
2701719,2.2295959390918336e-11
2701720,7.235034325674136e-12
2701721,2.135879327395304e-11
2701722,3.3716588542599114e-12
2701723,1.5841136675197277e-12
2701724,2.6221306805601504e-12
2701725,4.940410084827409e-12
2701726,2.2474064520355626e-12
2701727,1.054188868438482e-12
2701728,1.0355784234363147e-11
2701729,1.03835777078158e-11
2701730,4.907351776069437e-12
2701731,6.957365454304554e-13
2701732,1.819462875566876e-13
2701733,2.791037263958355e-13
2701734,6.957365455743813e-13
2701735,3.329287963975281e-12
2701736,1.7614047124394143e-12
2701737,4.907450761485178e-12
2701738,4.7859134719692225e-12
2701739,1.6367742723045354e-12
2701740,1.064317542468375e-12
2701741,2.8390197547990936e-13
2701742,1.0406349151870807e-14
2701743,6.4117941350927235e-15
2701744,1.04182929765474e-14
2701745,2.7891634598687146e-13
2701746,2.7987377139362496e-13
2701747,1.8979096109535883e-13
2701748,6.154438281735838e-15
2701749,1.7183876667344344e-14
2701750,1.1378365815993786e-13
2701751,1.1418583884941157e-13
2701752,6.593090968303209e-13
2701753,2.7987377137958223e-13
2701754,1.7102110498967374e-14
2701755,8.179322647723029e-15
2701756,1.1377703933630055e-13
2701757,4.3217726882916223e-13
2701758,2.1443252126003766e-13
2701759,1.8113593044316806e-13
2701760,6.593862123995518e-13
2701761,1.5055984180113221e-12
2701762,7.143312108258076e-12
2701763,1.0383577707815776e-11
2701764,6.977006179847291e-12
2701765,1.83261440595555e-12
2701766,2.346714350379869e-12
2701767,1.5891444890033103e-12
2701768,5.121320311403413e-13
2701769,6.615531776856583e-13
2701770,1.0145315707041175e-12
2701771,4.893852905755577e-12
2701772,7.142624613837968e-12
2701773,1.0383577707815776e-11
2701774,3.493040007473756e-12
2701775,9.871072870887271e-13
2701776,2.889291268675587e-13
2701777,2.8334169387555414e-13
2701778,1.4917004668308308e-11
2701779,3.324488484840675e-13
2701780,3.0658918174519577e-13
2701781,2.8096289197827293e-13
2701782,2.7987770854795217e-13
2701783,3.328940739390326e-12
2701784,1.4917227710128417e-11
2701785,1.0479889001992949e-11
2701786,1.0479905656474536e-11
2701787,3.863308695656212e-12
2701788,1.0330771962763421e-12
2701789,4.323285152225451e-13
2701790,1.1561689773310403e-13
2701791,4.4714481832834013e-14
2701792,1.8068993394638324e-14
2701793,6.250473915963179e-15
2701794,3.91608510271038e-15
2701795,3.8628178986152106e-17
2701796,2.398661703873907e-19
2701797,5.44901941540449e-20
2701798,5.2936298227961245e-20
2701799,1.0707854094502387e-19
2701800,1.4222164181086958e-20
2701801,6.898974791000834e-21
2701802,4.2259310225058944e-19
2701803,4.35650705800175e-19
2701804,8.310061301244213e-19
2701805,8.354674337830885e-19
2701806,1.1173488631180715e-17
2701807,6.085962335766983e-18
2701808,1.5358355019073958e-19
2701809,5.921319520359366e-18
2701810,6.5679117374717005e-18
2701811,1.125156880876607e-17
2701812,2.0984208519417487e-17
2701813,1.224168557841757e-17
2701814,1.968308350438383e-18
2701815,6.009779773155504e-18
2701816,1.1474183275621917e-17
2701817,2.098434842328184e-17
2701818,7.05749494603124e-17
2701819,1.2781187451724055e-16
2701820,7.137281699029421e-16
2701821,1.6874557474408584e-14
2701822,6.149978780776503e-15
2701823,1.0224740752302331e-14
2701824,3.706010977795808e-15
2701825,2.789099737973531e-13
2701826,4.893356746719169e-12
2701827,2.136956761514853e-11
2701828,3.048570332914841e-11
2701829,8.600769223063283e-11
2701830,2.290869880944925e-10
2701831,3.0751169771246886e-11
2701832,8.231719934685051e-12
2701833,7.344546418626695e-12
2701834,1.4960598047926087e-11
2701835,2.1414313554665096e-11
2701836,1.0830281481594248e-11
2701837,1.0387492319255357e-11
2701838,2.1358746898667094e-11
2701839,8.513756529785132e-11
2701840,2.229591476195358e-11
2701841,6.13675114168413e-11
2701842,6.133598913572726e-11
2701843,1.083030645969368e-11
2701844,1.0363156830329529e-11
2701845,1.5585933748436514e-11
2701846,3.496493711890815e-12
2701847,1.0153391730648016e-12
2701848,3.338394557885918e-12
2701849,1.0360943512860793e-11
2701850,7.230552670019868e-12
2701851,1.1755830888348505e-12
2701852,7.148148728729625e-12
2701853,7.16255502523477e-12
2701854,1.0360943296107486e-11
2701855,4.3168942088795035e-11
2701856,8.600769223063283e-11
2701857,9.630999957479174e-11
2701858,8.716903111659858e-11
2701859,4.1917058506080987e-11
2701860,1.2301654622038689e-11
2701861,8.510021491262271e-11
2701862,2.2908685074818477e-10
2701863,2.3132641433609225e-10
2701864,1.235956398867151e-10
2701865,1.2014350025139504e-10
2701866,4.3169266425847276e-11
2701867,2.1414304736586386e-11
2701868,8.513756530715646e-11
2701869,1.3423499709201208e-10
2701870,1.6537398394883823e-10
2701871,1.1541731153637356e-10
2701872,4.604299787175499e-11
2701873,8.51101336618095e-11
2701874,8.513756531005257e-11
2701875,3.464334559597739e-11
2701876,8.515352148583702e-11
2701877,1.1884033451115132e-10
2701878,3.464334559597607e-11
2701879,2.290163747218873e-11
2701880,1.0413747262662765e-11
2701881,3.041057311465718e-11
2701882,1.1896224313168704e-11
2701883,2.154428835266378e-11
2701884,7.162618822793496e-12
2701885,3.2601557716278865e-12
2701886,1.1692626636379076e-13
2701887,4.725843002920788e-14
2701888,1.99440973999149e-14
2701889,1.7633154500766015e-14
2701890,1.690534290529547e-14
2701891,1.0409582215545853e-14
2701892,7.747005591981463e-16
2701893,7.304537292472081e-16
2701894,3.649403377470923e-15
2701895,1.26677472225011e-15
2701896,6.1232966158806714e-15
2701897,7.165057646612195e-14
2701898,2.0816127062320144e-14
2701899,1.8792378535174988e-14
2701900,1.7298800581344838e-14
2701901,2.950451230519547e-14
2701902,7.171816226298805e-14
2701903,2.791013597949631e-13
2701904,4.3101839185697036e-13
2701905,6.614590654607571e-13
2701906,1.1561675004408282e-13
2701907,1.0011268689192e-12
2701908,6.597349907538246e-13
2701909,4.5451230505042456e-14
2701910,1.6876619580379927e-14
2701911,1.7183868824880938e-14
2701912,2.7704762834431177e-14
2701913,1.8068993488582823e-14
2701914,2.7595990800345467e-14
2701915,4.545123050504219e-14
2701916,6.593076719472513e-13
2701917,6.688208373652259e-13
2701918,1.0036715855308091e-12
2701919,4.371288308809127e-13
2701920,2.2487084702092586e-12
2701921,4.9073517750594095e-12
2701922,1.491722771110979e-11
2701923,1.5092531985285634e-11
2701924,2.6184950582764652e-12
2701925,1.0383708479317198e-11
