Height,Error Probability
2710586,6.599089397467327e-13
2710587,1.7909024134155907e-13
2710588,8.679392857495663e-14
2710589,3.085960973386915e-14
2710590,2.7601812181889655e-14
2710591,6.263169367086889e-15
2710592,1.3674644136090437e-15
2710593,1.8206800481646305e-17
2710594,7.996570069974956e-18
2710595,4.0661105055617827e-16
2710596,1.6874172785414077e-14
2710597,1.025960116532688e-14
2710598,2.2048166555397986e-15
2710599,2.7595990800343006e-14
2710600,4.422749219813458e-16
2710601,1.2406878083384805e-15
2710602,6.123292585090649e-15
2710603,6.128449200270308e-15
2710604,6.1284492002704205e-15
2710605,1.2402918337434035e-15
2710606,1.3431513797581223e-15
2710607,2.304742893327362e-16
2710608,2.3441677337821406e-16
2710609,7.293333390538512e-16
2710610,2.302574712405862e-16
2710611,7.739579497135867e-17
2710612,6.587350549268448e-18
2710613,2.2260729488235663e-17
2710614,2.1445443328040462e-17
2710615,5.995032737156018e-19
2710616,1.1556771307302978e-19
2710617,1.2465023711941817e-20
2710618,2.660382454637194e-20
2710619,2.868183976937647e-21
2710620,1.0631426710339125e-19
2710621,1.0707850926966675e-19
2710622,2.1449360235794983e-19
2710623,1.613863061944197e-18
2710624,1.661305137635002e-18
2710625,8.980629735644166e-21
2710626,1.36608951430365e-20
2710627,5.2654918730950344e-20
2710628,2.1449365850139897e-19
2710629,5.430983195010623e-20
2710630,5.921315199970204e-18
2710631,2.098419014498404e-17
2710632,2.302564095769289e-16
2710633,7.142999861092189e-16
2710634,6.128449200270427e-15
2710635,1.7896387941462177e-13
2710636,2.9486932854782375e-14
2710637,4.307553271937957e-13
2710638,1.526112192339976e-12
2710639,1.3705901851408226e-13
2710640,1.0013811953673503e-12
2710641,6.614590662894225e-13
2710642,2.2487064372058965e-12
2710643,3.324488484840748e-13
2710644,6.81457008036362e-13
2710645,3.328783293273312e-12
2710646,1.0360943294734697e-11
2710647,6.067456545170083e-11
2710648,1.5585933726732765e-11
2710649,1.1883500380022354e-10
2710650,1.08302814544514e-11
2710651,1.0387492319245216e-11
2710652,2.2772057381758293e-12
2710653,4.8938527427235334e-12
2710654,7.230552669951263e-12
2710655,4.30605288938455e-11
2710656,4.487753095189653e-11
2710657,2.1616752432202514e-11
2710658,2.229626454161602e-11
2710659,1.4928052546972373e-11
2710660,7.2305526843611065e-12
2710661,3.493048805732361e-12
2710662,2.2084728930151014e-12
2710663,7.206018346726816e-13
2710664,5.183404282882617e-13
2710665,6.830687191782619e-13
2710666,6.595206290974278e-13
2710667,2.1443255847520467e-13
2710668,7.801529805974611e-14
2710669,6.60850341182954e-13
2710670,5.108542930519412e-13
2710671,1.003712267696266e-12
2710672,6.957367734553962e-13
2710673,2.247840455336711e-12
2710674,2.1443252106575507e-13
2710675,4.4566979726524284e-13
2710676,2.955265513556973e-13
2710677,4.308387241466421e-13
2710678,2.2475994052549285e-12
2710679,7.782207377817131e-13
2710680,1.4917149723525994e-11
2710681,2.1414304472090093e-11
2710682,1.188318642989828e-10
2710683,1.1911505805175757e-10
2710684,4.4877530964296914e-11
2710685,1.49623269466284e-11
2710686,7.478076436129575e-12
2710687,3.042930477405721e-11
2710689,1.0830281470265034e-11
2710690,2.1362377968301893e-11
2710691,4.896143050602911e-12
2710692,7.162555019178095e-12
2710693,1.0541888689749955e-12
2710694,4.897247330341768e-12
2710695,1.0541888707413635e-12
2710696,6.965549459370509e-13
2710697,7.1441077433493865e-12
2710698,4.907351776447185e-12
2710699,4.9550851327626285e-12
2710700,1.761411084460912e-12
2710701,4.720624063705494e-13
2710702,2.8513340840443135e-13
2710703,7.286632890522857e-14
2710704,1.817873695056727e-13
2710705,1.5055990975504596e-12
2710706,5.108533670147402e-13
2710707,6.814570080363626e-13
2710708,1.1387842417696104e-13
2710709,7.625428117543858e-14
2710710,2.7722316094421053e-14
2710711,5.4446893272492255e-14
2710712,2.876507039261306e-14
2710713,1.8091052314727523e-14
2710714,4.488265417030795e-14
2710715,1.790903611640603e-13
2710716,1.0005122642175634e-12
2710717,4.3217726882660566e-13
2710718,8.679392867318478e-14
2710719,1.1419569065899132e-13
2710720,1.7960064003962056e-13
2710721,2.2473620278462568e-12
2710722,4.371288300485247e-13
2710723,3.3286527338378835e-12
2710724,3.863296231009234e-12
2710725,4.897247330341765e-12
2710726,2.277205294284494e-12
2710727,6.507183240493767e-13
2710728,1.0112114622165748e-12
2710729,3.3717062206268017e-12
2710730,1.0383590072502594e-11
2710731,3.04232525130044e-11
2710732,3.048570332915473e-11
2710733,1.1884033448207652e-10
2710734,3.464334559597607e-11
2710735,1.601992681300339e-11
2710736,7.183945111256308e-12
2710737,4.552614522608614e-13
2710738,3.328604258132874e-12
2710739,1.0479889001993041e-11
2710740,3.328942587676684e-12
2710741,1.4796594444229287e-12
2710742,1.0330771922903858e-12
2710743,1.5268427995145724e-12
2710744,4.552614522608614e-13
2710745,2.956565123013062e-13
2710746,4.375106171518132e-13
2710747,1.000611887815705e-12
2710748,6.597349907870674e-13
2710749,4.3217726882661853e-13
2710750,1.014527317046712e-12
2710751,1.0145294979640618e-12
2710752,4.8934368733939905e-12
2710753,5.128947234996065e-12
2710754,3.868451031169246e-12
2710755,1.0383995666606483e-11
2710756,4.896144767922347e-12
2710757,2.2541217050083862e-12
2710758,7.230552671900493e-12
2710759,9.852602805838294e-13
2710760,1.169262678257572e-13
2710761,2.307120996008034e-13
2710762,2.866459350102541e-13
2710763,6.967009323263643e-13
2710764,6.599495837738794e-13
2710765,1.796006984935667e-13
2710766,1.7898619614387988e-13
2710767,2.247362027722219e-12
