Height,Error Probability
2698481,2.703129552641593e-15
2698482,1.0066520099302189e-15
2698483,2.5356883338438288e-15
2698484,8.060686863327829e-16
2698485,1.2449295841838711e-15
2698486,1.3432006882301747e-15
2698487,6.123148542075066e-15
2698488,2.143493773101435e-15
2698489,7.746924262899133e-16
2698490,4.434541753561775e-16
2698491,6.123679544244689e-15
2698492,2.789100762071395e-13
2698493,1.00060618661636e-12
2698494,4.310183918496097e-13
2698495,1.5064973573324377e-12
2698496,3.3716588542597765e-12
2698497,1.817847650593126e-13
2698498,1.7909046083246024e-13
2698499,1.1355828082483265e-13
2698501,2.798922241818079e-13
2698502,4.307819303901604e-13
2698503,1.1561674997558816e-13
2698504,2.7891547871620826e-13
2698505,7.625427648953439e-14
2698506,6.5934337813357e-13
2698507,4.764922296605086e-14
2698508,1.1424976885399265e-13
2698509,2.9527372238912975e-13
2698510,7.636970565197297e-14
2698511,7.16464421973022e-14
2698512,7.284055419986549e-14
2698513,1.1561709325769014e-13
2698514,4.4916285325104276e-14
2698515,7.447918396138979e-14
2698516,7.194175157637504e-14
2698517,1.8979127542727831e-13
2698518,4.3075532785090716e-13
2698519,2.24759940328881e-12
2698520,4.3217726882660566e-13
2698521,4.371288302446249e-13
2698522,4.552504441089338e-13
2698523,2.1483283894530922e-13
2698524,7.448760291640127e-14
2698525,1.7897640244239904e-13
2698526,7.625427650686457e-14
2698527,2.0867779959679466e-14
2698528,4.3073297710000516e-13
2698529,6.597349907518605e-13
2698530,2.952736092957114e-13
2698531,6.693421747279035e-13
2698532,1.0011332564597239e-12
2698533,7.143312109253305e-12
2698534,2.136956761514853e-11
2698535,3.042325248656239e-11
2698536,1.558593372673286e-11
2698537,1.188313019300118e-10
2698538,1.5585933726732765e-11
2698539,6.987561646833162e-12
2698540,3.3614718237190523e-12
2698541,4.8934499148456575e-12
2698542,1.5261121923426636e-12
2698543,2.3614046266870165e-12
2698544,2.2787765844810454e-12
2698545,2.361446976617242e-12
2698546,1.0041313624698995e-12
2698547,4.2616391549250314e-13
2698548,1.5212306481836014e-12
2698549,1.2087277218712818e-13
2698550,2.247386188600471e-12
2698551,1.0145273166611878e-12
2698552,1.0541920271319384e-12
2698553,6.693421767842091e-13
2698554,1.5065079772392838e-12
2698555,4.896143051599784e-12
2698556,4.9073517750456075e-12
2698557,7.162555020588377e-12
2698558,1.047988900466182e-11
2698559,1.0383589328464588e-11
2698560,4.907351779430411e-12
2698561,1.7614047134634704e-12
2698562,4.3563642704743737e-13
2698563,5.444950877876521e-14
2698564,4.130335900246426e-15
2698565,6.1827584751227055e-15
2698566,1.6944184483570794e-14
2698567,1.8068996657956017e-14
2698568,1.7896621163388687e-13
2698569,2.8085269050538295e-14
2698570,7.165063839432136e-14
2698571,1.6876602503466365e-14
2698572,1.1378356468653695e-13
2698573,1.3705826499303473e-13
2698574,4.4566979726524284e-13
2698575,1.0549609029661167e-12
2698576,4.89438908340386e-12
2698577,4.3712883148498847e-13
2698578,3.3245042027532635e-13
2698579,1.5056501407601127e-12
2698580,1.1755785624014576e-12
2698581,2.2541889550204224e-12
2698582,1.0541891904545035e-12
2698583,3.3397362456160966e-12
2698584,7.230553872154961e-12
2698585,2.3614046272110593e-12
