"height","block_counts","coalesce"
"3420255","3","0"
"3420256","6","0"
"3420257","5","0"
"3420258","4","0"
"3420259","4","0"
"3420260","7","0"
"3420261","3","0"
"3420262","5","0"
"3420263","3","0"
"3420264","8","0"
"3420265","5","0"
"3420266","12","0"
"3420267","10","0"
"3420268","8","0"
"3420269","3","0"
"3420270","5","0"
"3420271","6","0"
"3420272","7","0"
"3420273","4","0"
"3420274","4","0"
"3420275","5","0"
"3420276","6","0"
"3420277","5","0"
"3420278","3","0"
"3420279","7","0"
"3420280","5","0"
"3420281","7","0"
"3420282","3","0"
"3420283","3","0"
"3420284","10","0"
"3420285","4","0"
"3420286","4","0"
"3420287","3","0"
"3420288","3","2"
"3420289","3","0"
"3420290","5","0"
"3420291","4","0"
"3420292","1","0"
"3420293","6","0"
"3420294","3","0"
"3420295","4","0"
"3420296","8","0"
"3420297","3","0"
"3420298","2","0"
"3420299","5","0"
"3420300","6","0"
"3420301","5","0"
"3420302","4","0"
"3420303","3","0"
"3420304","9","0"
"3420305","6","0"
"3420306","2","0"
"3420307","4","0"
"3420308","5","0"
"3420309","4","0"
"3420310","3","2"
"3420311","6","0"
"3420312","4","0"
"3420313","8","0"
"3420314","6","0"
"3420315","9","0"
"3420316","5","0"
"3420317","4","0"
"3420318","1","1"
"3420319","2","0"
"3420320","4","0"
"3420321","6","0"
"3420322","3","0"
"3420323","5","0"
"3420324","5","0"
"3420325","10","0"
"3420326","8","0"
"3420327","5","0"
"3420328","4","0"
"3420329","5","0"
"3420330","6","0"
"3420331","3","0"
"3420332","4","0"
"3420333","5","0"
"3420334","5","0"
"3420335","8","0"
"3420336","3","0"
"3420337","6","0"
"3420338","5","0"
"3420339","4","0"
"3420340","5","0"
"3420341","3","0"
"3420342","3","0"
"3420343","4","0"
"3420344","6","0"
"3420345","2","0"
"3420346","1","0"
"3420347","5","0"
"3420348","7","0"
"3420349","5","0"
"3420350","5","0"
"3420351","4","0"
"3420352","4","0"
"3420353","7","0"
"3420354","6","0"
"3420355","7","0"
"3420356","2","2"
"3420357","8","0"
"3420358","6","0"
"3420359","6","0"
"3420360","10","0"
"3420361","4","0"
"3420362","5","0"
"3420363","7","0"
"3420364","5","0"
"3420365","4","0"
"3420366","7","0"
"3420367","6","0"
"3420368","4","0"
"3420369","7","0"
"3420370","4","0"
"3420371","2","0"
"3420372","6","0"
"3420373","6","0"
"3420374","7","0"
"3420375","7","0"
"3420376","3","0"
"3420377","4","0"
"3420378","5","0"
"3420379","4","0"
"3420380","6","0"
"3420381","8","0"
"3420382","3","0"
"3420383","3","0"
"3420384","2","0"
"3420385","9","0"
"3420386","3","0"
"3420387","3","0"
"3420388","3","0"
"3420389","1","0"
"3420390","3","0"
"3420391","7","0"
"3420392","8","0"
"3420393","6","0"
"3420394","3","0"
"3420395","5","0"
"3420396","3","0"
"3420397","4","0"
"3420398","4","0"
"3420399","6","0"
"3420400","5","0"
"3420401","3","0"
"3420402","1","0"
"3420403","9","1"
"3420404","6","0"
"3420405","6","0"
"3420406","5","0"
"3420407","4","0"
"3420408","4","0"
"3420409","2","0"
"3420410","6","0"
"3420411","5","1"
"3420412","5","0"
"3420413","5","0"
"3420414","4","0"
"3420415","6","0"
"3420416","5","0"
"3420417","4","0"
"3420418","4","0"
"3420419","4","0"
"3420420","4","0"
"3420421","7","0"
"3420423","5","0"
"3420424","5","0"
"3420425","4","0"
"3420426","7","0"
"3420427","5","0"
"3420428","1","0"
"3420429","4","0"
"3420430","3","0"
"3420431","1","1"
"3420432","4","0"
"3420433","12","0"
"3420434","9","0"
"3420435","4","0"
"3420436","4","0"
"3420437","6","0"
"3420438","5","0"
"3420439","3","0"
"3420440","6","0"
"3420441","3","0"
"3420442","1","0"
"3420443","4","0"
"3420444","4","0"
"3420445","2","2"
"3420446","5","0"
"3420448","7","0"
"3420449","8","0"
"3420450","4","0"
"3420451","2","0"
"3420452","3","0"
"3420453","5","0"
"3420454","2","0"
"3420455","2","0"
"3420456","3","0"
"3420457","9","0"
"3420458","9","1"
"3420459","2","0"
"3420460","5","1"
"3420461","6","0"
"3420462","4","0"
"3420463","7","0"
"3420464","6","0"
"3420465","3","0"
"3420466","6","0"
"3420467","4","0"
"3420468","2","0"
"3420469","3","0"
"3420470","14","0"
"3420471","5","0"
"3420472","3","0"
"3420473","4","0"
"3420474","6","0"
"3420475","7","0"
"3420476","3","4"
"3420477","8","0"
"3420478","5","0"
"3420479","3","0"
"3420480","3","0"
"3420481","4","0"
"3420482","7","1"
"3420483","2","0"
"3420484","3","0"
"3420485","8","0"
"3420486","4","0"
"3420487","5","0"
"3420488","4","0"
"3420489","6","0"
"3420490","4","0"
"3420491","6","0"
"3420492","6","0"
"3420493","5","0"
"3420494","8","0"
"3420495","4","0"
"3420496","2","0"
"3420497","4","0"
"3420498","4","4"
"3420499","6","0"
"3420500","6","0"
"3420501","5","0"
"3420502","5","0"
"3420503","4","0"
"3420504","7","0"
"3420505","4","0"
"3420506","10","0"
"3420507","5","0"
"3420508","3","0"
"3420509","8","0"
"3420510","5","0"
"3420511","3","0"
"3420512","5","0"
"3420513","7","0"
"3420514","4","0"
"3420515","5","0"
"3420516","4","0"
"3420517","4","0"
"3420518","3","0"
"3420519","5","0"
"3420520","4","0"
"3420521","6","0"
"3420522","4","0"
"3420523","6","0"
"3420524","4","0"
"3420525","7","0"
"3420526","4","0"
"3420527","5","0"
"3420528","5","0"
"3420529","5","0"
"3420530","3","0"
"3420531","7","0"
"3420532","1","0"
"3420533","4","0"
"3420534","4","0"
"3420535","3","0"
"3420536","6","0"
"3420537","5","0"
"3420538","7","0"
"3420539","6","0"
"3420540","7","0"
"3420541","8","0"
"3420542","7","0"
"3420543","5","0"
"3420544","4","0"
"3420545","7","0"
"3420546","7","0"
"3420547","4","0"
"3420548","5","0"
"3420549","6","0"
"3420550","6","0"
"3420551","5","0"
"3420552","6","0"
"3420553","5","0"
"3420554","3","0"
"3420555","5","0"
"3420556","7","0"
NULL,NULL,"1"
"3420558","8","0"
"3420559","6","0"
"3420560","4","0"
"3420561","1","0"
"3420562","4","0"
"3420563","6","0"
"3420564","7","0"
"3420565","5","0"
"3420566","8","0"
"3420567","9","0"
"3420568","8","0"
"3420569","1","2"
"3420570","4","0"
"3420571","10","0"
"3420572","4","0"
"3420573","6","0"
"3420574","4","0"
"3420575","4","0"
"3420576","4","0"
"3420577","7","0"
"3420578","4","0"
"3420579","11","0"
"3420580","8","0"
"3420581","2","0"
"3420582","2","0"
"3420583","5","0"
"3420584","4","0"
"3420585","6","4"
"3420586","4","0"
"3420587","3","0"
"3420588","4","0"
"3420589","4","0"
"3420590","6","0"
"3420591","4","0"
"3420592","4","0"
"3420593","3","0"
"3420594","5","0"
"3420595","5","0"
"3420596","2","0"
"3420597","4","0"
"3420598","2","0"
"3420599","6","0"
"3420600","3","0"
"3420601","9","0"
"3420602","7","0"
"3420603","3","0"
"3420604","2","0"
"3420605","6","0"
"3420606","5","0"
"3420607","2","3"
NULL,NULL,"4"
"3420609","2","0"
"3420610","3","0"
"3420611","5","0"
"3420612","6","0"
"3420614","8","0"
"3420615","8","1"
"3420616","5","0"
"3420617","5","0"
"3420618","7","0"
"3420619","4","0"
"3420620","4","0"
"3420621","4","0"
"3420622","4","0"
"3420623","3","0"
"3420624","4","0"
"3420625","5","0"
"3420626","5","0"
"3420627","4","0"
"3420628","7","0"
"3420629","10","0"
"3420630","5","0"
"3420631","3","0"
"3420633","4","0"
"3420634","4","0"
"3420635","3","0"
"3420636","4","0"
"3420637","9","0"
"3420638","5","0"
"3420639","4","0"
"3420640","7","0"
"3420641","4","0"
"3420642","7","0"
"3420643","4","0"
"3420644","1","0"
"3420645","11","0"
"3420646","7","1"
"3420647","6","0"
"3420648","4","0"
"3420649","3","0"
"3420650","5","0"
"3420651","9","0"
"3420652","9","0"
"3420653","6","0"
"3420654","6","0"
"3420655","7","0"
"3420656","6","0"
"3420657","4","0"
"3420658","7","0"
"3420659","4","0"
"3420660","3","0"
"3420661","4","0"
"3420662","5","0"
"3420663","3","0"
"3420664","5","0"
"3420665","2","0"
"3420666","2","0"
"3420667","4","0"
"3420668","4","0"
"3420669","2","0"
"3420670","5","0"
"3420671","3","0"
"3420672","9","0"
"3420673","6","0"
"3420674","2","0"
"3420675","7","0"
"3420676","4","0"
"3420677","3","0"
"3420678","6","0"
"3420679","5","1"
"3420680","3","0"
"3420681","4","0"
"3420682","5","0"
"3420683","5","0"
"3420684","10","0"
"3420685","3","0"
"3420686","2","0"
"3420687","8","0"
"3420688","2","0"
"3420689","2","0"
"3420690","3","0"
"3420691","1","0"
"3420692","3","0"
"3420693","7","0"
"3420694","9","0"
"3420695","6","0"
"3420696","6","0"
"3420697","3","0"
"3420698","7","0"
"3420699","10","0"
"3420700","7","0"
"3420701","5","0"
"3420702","7","0"
"3420703","10","0"
"3420704","7","0"
"3420705","9","0"
"3420706","3","2"
"3420707","4","0"
"3420708","2","0"
"3420709","4","0"
"3420710","5","0"
"3420711","2","0"
"3420712","3","0"
"3420713","8","0"
"3420714","9","0"
"3420715","7","0"
"3420716","5","0"
"3420717","6","0"
"3420718","6","0"
"3420719","4","2"
"3420720","2","0"
"3420721","5","0"
"3420722","3","0"
"3420723","5","0"
"3420724","3","0"
"3420725","9","0"
"3420726","8","0"
"3420727","5","1"
"3420728","4","0"
"3420729","3","0"
"3420730","5","0"
"3420731","2","0"
"3420733","6","0"
"3420734","5","0"
"3420735","7","0"
"3420736","10","0"
"3420737","5","0"
"3420738","5","2"
"3420739","3","0"
"3420740","2","0"
"3420741","6","1"
"3420742","6","1"
"3420743","3","0"
"3420744","3","0"
"3420745","2","0"
"3420746","5","0"
"3420747","8","0"
"3420748","6","0"
"3420749","1","0"
"3420750","8","0"
"3420751","6","0"
"3420752","8","0"
"3420753","10","0"
"3420754","5","0"
"3420755","2","0"
"3420756","2","0"
"3420757","7","0"
"3420758","5","0"
"3420759","7","0"
"3420760","2","0"
"3420761","3","0"
"3420762","7","1"
"3420763","3","0"
"3420764","3","0"
"3420765","6","0"
"3420766","5","0"
"3420767","10","0"
"3420768","6","0"
"3420769","7","0"
"3420770","4","0"
"3420771","4","0"
"3420772","3","0"
"3420773","4","0"
"3420774","3","0"
"3420775","6","0"
"3420776","4","0"
"3420777","1","0"
"3420778","5","0"
"3420779","2","0"
"3420780","5","0"
"3420781","6","0"
"3420782","8","0"
"3420783","6","0"
"3420784","2","0"
"3420785","2","0"
"3420786","6","0"
"3420787","4","0"
"3420788","3","0"
"3420789","4","0"
"3420790","8","0"
"3420791","3","2"
"3420792","9","0"
"3420793","10","0"
"3420794","5","0"
"3420795","6","0"
"3420796","5","0"
"3420797","5","0"
"3420798","6","0"
"3420799","5","0"
"3420800","5","0"
"3420801","7","0"
"3420802","5","0"
"3420803","6","0"
"3420804","6","0"
"3420805","5","0"
"3420806","4","1"
"3420807","5","0"
"3420808","5","0"
"3420809","1","0"
"3420810","6","0"
"3420811","5","0"
"3420812","8","0"
"3420813","9","0"
"3420814","7","0"
"3420815","6","0"
"3420816","2","0"
"3420817","5","0"
"3420818","2","0"
"3420819","8","0"
"3420820","8","0"
"3420821","5","0"
"3420822","3","0"
"3420823","8","0"
"3420824","6","0"
"3420825","5","0"
"3420826","7","0"
"3420827","5","0"
"3420828","6","0"
"3420829","4","0"
"3420830","5","0"
"3420831","3","0"
"3420832","6","0"
"3420833","4","0"
"3420834","2","0"
"3420835","5","0"
"3420836","8","0"
"3420838","5","0"
"3420839","5","0"
"3420840","3","0"
"3420841","5","0"
"3420842","3","0"
"3420843","2","1"
"3420844","4","1"
"3420845","4","0"
"3420846","3","0"
"3420847","5","0"
"3420848","7","0"
"3420849","7","0"
"3420850","5","0"
"3420851","6","0"
"3420852","4","0"
"3420853","7","0"
"3420854","4","0"
"3420855","5","0"
"3420856","8","0"
"3420857","3","0"
"3420858","7","0"
"3420859","6","0"
"3420860","6","0"
"3420861","2","0"
"3420862","8","0"
"3420863","4","0"
"3420864","2","0"
"3420865","4","0"
"3420866","5","0"
"3420867","1","0"
"3420868","3","0"
"3420869","3","0"
"3420870","3","0"
"3420871","2","0"
"3420872","3","0"
"3420873","2","0"
"3420874","12","0"
"3420875","5","0"
"3420876","6","0"
"3420877","4","0"
"3420878","7","0"
"3420879","10","0"
"3420880","7","0"
"3420881","5","0"
"3420882","1","0"
"3420883","6","0"
"3420884","8","0"
"3420885","8","0"
"3420886","5","0"
"3420887","4","1"
"3420888","5","0"
"3420889","5","0"
"3420890","2","0"
"3420891","7","0"
"3420892","6","0"
"3420893","5","0"
"3420894","3","0"
"3420895","5","0"
"3420896","5","0"
"3420897","5","0"
"3420898","7","0"
"3420899","1","0"
"3420900","8","0"
"3420901","3","0"
"3420902","6","0"
"3420903","2","0"
"3420904","6","0"
"3420905","7","0"
"3420906","6","0"
"3420907","5","0"
"3420908","4","0"
"3420909","4","0"
"3420910","5","0"
"3420911","3","0"
"3420912","9","0"
"3420913","8","0"
"3420914","6","0"
"3420915","2","0"
"3420916","7","0"
"3420917","6","0"
"3420918","7","0"
"3420919","4","0"
"3420920","8","0"
"3420921","3","0"
"3420922","3","1"
"3420923","6","0"
"3420924","2","0"
"3420925","5","0"
"3420926","6","0"
"3420927","5","0"
"3420928","3","0"
"3420929","9","0"
"3420930","4","0"
"3420931","5","0"
"3420932","4","0"
"3420933","3","0"
"3420934","6","0"
"3420935","2","0"
"3420936","3","0"
"3420937","5","0"
"3420938","12","0"
"3420939","7","0"
"3420940","7","0"
"3420941","4","0"
"3420942","2","0"
"3420943","8","0"
"3420944","6","0"
"3420945","5","0"
"3420946","9","0"
"3420947","4","0"
"3420948","6","0"
"3420949","5","0"
"3420950","1","0"
"3420951","3","0"
"3420952","1","0"
"3420953","10","0"
"3420954","6","0"
"3420955","4","0"
"3420956","5","0"
"3420957","10","0"
"3420958","6","0"
"3420959","2","0"
"3420960","6","0"
"3420961","6","0"
"3420962","9","0"
"3420963","5","0"
"3420964","7","0"
"3420965","3","0"
"3420966","2","4"
"3420967","7","0"
"3420968","6","0"
"3420969","3","0"
"3420970","2","0"
"3420971","5","0"
"3420972","3","0"
"3420973","2","0"
"3420974","5","0"
"3420975","6","0"
"3420976","7","0"
"3420977","1","0"
"3420978","5","0"
"3420979","4","0"
"3420980","2","0"
"3420981","8","0"
"3420982","5","0"
"3420983","3","0"
"3420984","3","0"
"3420985","1","0"
"3420986","3","0"
"3420987","4","0"
"3420988","1","0"
"3420989","3","0"
"3420990","3","0"
"3420991","8","0"
"3420992","8","0"
"3420993","4","0"
"3420994","4","0"
"3420995","5","0"
"3420996","6","0"
"3420997","5","0"
"3420998","7","0"
"3420999","5","0"
"3421000","3","0"
"3421001","7","0"
"3421002","6","0"
"3421003","3","0"
"3421004","3","0"
"3421005","4","0"
"3421006","6","0"
"3421007","5","0"
"3421008","4","0"
"3421009","6","0"
"3421010","4","0"
"3421011","3","0"
"3421012","6","0"
"3421013","4","2"
"3421014","5","0"
"3421015","2","4"
"3421016","2","0"
"3421017","4","0"
"3421018","2","0"
"3421019","5","0"
"3421020","5","0"
"3421021","2","0"
"3421022","6","0"
"3421023","5","0"
"3421024","5","0"
"3421025","5","0"
"3421026","6","0"
"3421027","5","0"
"3421028","5","0"
"3421029","6","0"
"3421030","4","0"
"3421031","5","0"
"3421032","4","0"
"3421033","1","0"
"3421034","6","0"
"3421035","3","0"
"3421036","8","0"
"3421037","3","0"
"3421038","3","0"
"3421039","4","0"
"3421040","3","0"
"3421041","3","0"
"3421042","6","0"
"3421043","3","0"
"3421044","8","0"
"3421045","6","0"
"3421046","2","0"
"3421047","3","0"
"3421048","8","0"
"3421049","6","0"
"3421050","3","0"
"3421051","4","0"
"3421052","6","0"
"3421053","4","0"
"3421054","7","0"
"3421055","3","0"
"3421056","3","0"
"3421057","8","0"
"3421058","7","1"
"3421059","2","0"
"3421060","4","0"
"3421061","7","0"
"3421062","4","0"
"3421063","7","0"
"3421064","7","0"
"3421065","5","0"
"3421066","5","0"
"3421067","11","0"
"3421068","7","0"
"3421069","6","0"
"3421070","5","0"
"3421071","6","0"
"3421072","4","0"
"3421073","4","0"
"3421074","2","0"
"3421075","4","0"
"3421076","4","0"
"3421077","4","1"
"3421078","3","0"
"3421079","2","1"
"3421080","8","1"
"3421081","1","1"
"3421082","3","0"
"3421083","4","0"
"3421084","2","0"
"3421085","5","1"
"3421086","6","1"
"3421087","6","0"
"3421088","5","0"
"3421089","4","0"
"3421090","5","0"
"3421091","4","0"
"3421092","2","0"
"3421093","5","0"
"3421094","6","0"
"3421095","5","0"
"3421096","7","0"
"3421097","6","0"
"3421098","8","0"
"3421099","7","0"
"3421100","1","0"
"3421101","4","1"
"3421102","6","0"
"3421103","2","1"
"3421104","1","0"
"3421105","2","0"
"3421106","3","0"
"3421107","5","0"
"3421108","4","0"
"3421109","5","0"
"3421110","5","2"
"3421111","7","0"
"3421112","3","0"
"3421113","5","1"
"3421114","5","1"
"3421115","5","0"
"3421116","2","0"
"3421117","4","0"
"3421118","6","0"
"3421119","4","0"
"3421120","3","0"
"3421121","4","0"
"3421122","2","0"
"3421123","6","0"
"3421124","6","0"
"3421125","2","0"
"3421126","1","4"
"3421127","3","1"
"3421128","7","0"
"3421129","7","0"
"3421130","5","0"
"3421131","5","0"
"3421132","3","0"
"3421133","6","0"
"3421134","7","0"
"3421135","2","0"
"3421136","4","0"
"3421137","7","0"
"3421138","4","0"
"3421139","8","0"
"3421140","6","0"
"3421141","7","0"
"3421142","3","0"
"3421143","4","0"
"3421144","5","0"
"3421145","7","0"
"3421146","1","0"
"3421147","4","0"
"3421148","3","0"
"3421149","4","0"
"3421150","2","0"
"3421151","6","0"
"3421152","8","0"
"3421153","1","4"
"3421154","3","0"
"3421155","5","0"
"3421156","7","0"
"3421157","6","0"
"3421158","8","0"
"3421159","8","0"
"3421160","1","1"
"3421161","7","0"
"3421162","4","0"
"3421163","7","0"
"3421164","8","0"
"3421166","3","0"
"3421167","8","0"
"3421168","5","0"
"3421169","4","0"
"3421170","3","0"
"3421171","7","0"
"3421172","1","7"
"3421173","2","0"
"3421174","6","0"
"3421175","2","0"
"3421176","5","0"
"3421177","3","0"
"3421178","6","0"
"3421179","7","0"
"3421180","3","0"
"3421181","3","0"
"3421182","1","0"
"3421183","1","0"
"3421184","11","0"
"3421185","8","0"
"3421186","2","0"
"3421187","4","0"
"3421188","2","0"
"3421189","5","0"
"3421190","4","0"
"3421191","4","0"
"3421192","5","0"
"3421193","4","0"
"3421194","7","0"
"3421195","4","0"
"3421196","10","0"
"3421197","3","0"
"3421198","4","0"
"3421199","5","0"
"3421200","4","0"
"3421201","5","0"
"3421202","4","0"
"3421203","5","0"
"3421204","5","0"
"3421205","3","0"
"3421206","8","0"
"3421207","4","0"
"3421208","7","0"
"3421209","3","0"
"3421210","3","0"
"3421211","2","0"
"3421212","2","0"
"3421213","3","1"
"3421214","7","0"
"3421215","3","0"
"3421216","7","1"
"3421217","3","0"
"3421218","4","0"
"3421219","8","0"
"3421220","4","0"
"3421221","3","0"
"3421222","4","0"
"3421223","2","0"
"3421224","2","0"
"3421225","4","0"
"3421226","3","0"
"3421227","2","0"
"3421228","8","0"
"3421229","4","0"
"3421230","4","0"
"3421231","5","0"
"3421232","3","0"
"3421233","2","4"
"3421234","7","1"
"3421235","4","0"
"3421236","4","0"
"3421237","5","0"
"3421238","9","0"
"3421239","8","0"
"3421240","3","0"
"3421241","3","0"
"3421242","6","0"
"3421243","3","0"
"3421244","6","0"
"3421245","4","0"
"3421246","7","0"
"3421247","2","0"
"3421248","5","0"
"3421249","4","0"
"3421250","5","0"
"3421251","4","0"
"3421252","8","0"
"3421253","4","0"
"3421254","4","0"
"3421255","6","0"
"3421256","4","0"
"3421257","1","0"
"3421258","6","0"
"3421259","6","0"
"3421260","1","0"
"3421261","3","0"
"3421262","5","0"
"3421263","4","0"
"3421264","2","0"
"3421265","4","0"
"3421266","8","0"
"3421267","7","0"
"3421268","11","0"
"3421269","7","0"
"3421270","2","3"
"3421271","7","0"
"3421272","2","0"
"3421273","4","0"
"3421274","4","0"
"3421275","3","0"
"3421276","5","0"
"3421277","6","0"
"3421278","7","0"
"3421279","2","0"
"3421280","5","0"
"3421281","2","0"
"3421282","6","0"
"3421283","2","0"
"3421284","6","0"
"3421285","2","0"
"3421286","4","0"
"3421287","8","0"
"3421288","5","0"
"3421289","4","0"
"3421290","6","0"
"3421291","7","0"
"3421292","7","0"
"3421293","4","0"
"3421294","5","0"
"3421295","8","0"
"3421296","2","0"
"3421297","8","0"
"3421298","5","0"
"3421299","7","0"
"3421300","5","0"
"3421301","5","0"
"3421302","8","0"
"3421303","5","0"
"3421304","4","0"
"3421305","5","0"
"3421306","5","0"
"3421307","2","3"
"3421308","2","0"
"3421309","6","0"
"3421310","4","0"
"3421311","4","0"
"3421312","5","0"
"3421313","3","0"
"3421314","8","0"
"3421315","5","0"
"3421316","6","1"
"3421317","3","0"
"3421318","1","1"
"3421320","7","0"
"3421321","7","0"
"3421322","4","0"
"3421323","13","0"
"3421324","3","0"
"3421325","2","0"
"3421326","3","0"
"3421327","4","0"
"3421328","3","0"
"3421329","7","0"
"3421330","5","0"
"3421331","3","0"
"3421332","3","0"
"3421333","2","0"
"3421334","3","0"
"3421335","8","0"
"3421336","5","0"
"3421337","5","0"
"3421338","12","0"
"3421339","10","0"
"3421340","5","0"
"3421341","4","0"
"3421342","6","0"
"3421343","6","0"
"3421344","2","0"
"3421345","5","0"
"3421346","5","0"
"3421347","2","0"
"3421348","4","0"
"3421349","4","0"
"3421350","6","0"
"3421351","8","0"
"3421352","7","0"
"3421353","6","0"
"3421354","3","0"
"3421355","5","0"
"3421356","3","0"
"3421357","4","0"
"3421358","2","0"
"3421359","4","0"
"3421360","6","0"
"3421361","3","0"
"3421362","6","0"
"3421363","6","0"
"3421364","10","0"
"3421365","5","0"
"3421366","4","0"
"3421367","6","0"
"3421368","13","0"
"3421369","4","0"
"3421370","3","0"
"3421371","6","0"
"3421372","6","0"
"3421373","9","0"
"3421374","5","0"
"3421375","5","0"
"3421376","8","0"
"3421377","6","0"
"3421378","3","0"
"3421379","5","0"
"3421380","5","0"
"3421381","8","0"
"3421382","8","0"
"3421383","4","0"
"3421384","6","0"
"3421385","5","0"
"3421386","6","0"
"3421387","3","0"
"3421389","2","0"
"3421390","2","0"
"3421391","6","0"
"3421392","4","0"
"3421393","4","0"
"3421394","13","0"
"3421395","4","0"
"3421396","6","0"
"3421397","3","1"
"3421398","5","0"
"3421399","8","0"
"3421400","6","6"
"3421401","6","1"
"3421402","6","0"
"3421403","8","0"
"3421404","3","0"
"3421405","3","0"
"3421406","11","0"
"3421407","1","0"
"3421408","4","0"
"3421409","7","0"
"3421410","2","0"
"3421411","3","0"
"3421412","6","0"
"3421414","5","0"
"3421415","2","0"
"3421416","5","0"
"3421417","3","0"
"3421418","6","0"
"3421419","2","0"
"3421420","3","0"
"3421421","2","0"
"3421422","4","0"
"3421423","5","0"
"3421424","1","0"
"3421425","2","0"
"3421426","6","0"
"3421427","6","0"
"3421428","4","0"
"3421429","5","0"
"3421430","4","0"
"3421431","6","0"
"3421432","5","0"
"3421433","1","0"
"3421434","3","0"
"3421435","3","0"
"3421436","5","0"
"3421437","4","0"
"3421438","4","0"
"3421439","9","0"
"3421440","5","0"
"3421441","6","0"
"3421442","4","0"
"3421443","2","0"
"3421444","4","0"
"3421445","3","0"
"3421446","3","0"
"3421447","3","0"
"3421448","3","0"
"3421449","5","0"
"3421450","5","0"
"3421451","2","0"
"3421452","4","0"
"3421453","7","0"
"3421454","4","0"
"3421455","5","0"
"3421456","4","0"
"3421457","3","0"
"3421458","6","0"
"3421459","7","0"
"3421460","4","0"
"3421461","6","0"
"3421462","2","0"
"3421463","4","0"
"3421464","6","0"
"3421465","3","0"
"3421466","8","0"
"3421467","4","0"
"3421468","2","1"
"3421469","6","0"
"3421470","4","1"
"3421471","2","0"
"3421472","1","0"
"3421473","3","0"
"3421474","10","0"
"3421475","6","0"
"3421476","6","0"
"3421477","11","0"
"3421478","5","0"
"3421479","4","0"
"3421480","7","0"
"3421481","4","0"
"3421482","7","0"
"3421483","7","0"
"3421484","6","0"
"3421485","2","0"
"3421486","3","0"
"3421487","4","0"
"3421488","7","0"
"3421489","8","0"
"3421490","3","0"
"3421491","6","0"
"3421492","4","0"
"3421493","1","0"
"3421494","5","0"
"3421495","5","0"
"3421496","2","0"
"3421497","4","0"
"3421498","8","0"
"3421499","7","0"
"3421500","2","0"
"3421501","7","0"
"3421502","2","0"
"3421503","4","0"
"3421504","8","0"
"3421505","7","0"
"3421506","4","0"
"3421507","4","0"
"3421508","9","0"
"3421509","3","0"
"3421510","9","0"
"3421511","5","0"
"3421512","6","0"
"3421513","6","0"
"3421514","5","0"
"3421515","4","2"
"3421516","7","0"
"3421517","4","0"
"3421518","4","0"
"3421519","7","0"
"3421520","3","0"
"3421521","5","0"
"3421522","6","0"
"3421523","5","0"
"3421524","1","1"
"3421525","5","0"
"3421526","5","0"
"3421527","4","0"
"3421528","7","0"
"3421529","6","0"
"3421530","3","0"
"3421531","8","0"
"3421532","1","0"
"3421533","6","0"
"3421534","6","0"
"3421535","5","0"
"3421536","4","0"
"3421537","7","0"
"3421538","6","0"
"3421539","5","0"
"3421540","3","0"
"3421541","6","0"
"3421542","5","0"
"3421543","1","0"
"3421544","7","1"
"3421545","5","0"
"3421546","6","0"
"3421547","3","0"
"3421548","6","0"
"3421549","6","0"
"3421550","4","0"
"3421551","6","0"
"3421552","7","0"
"3421553","3","0"
"3421554","7","0"
"3421555","7","0"
"3421556","8","0"
"3421557","4","0"
"3421558","4","0"
"3421559","5","0"
"3421560","5","0"
"3421561","5","0"
"3421562","4","0"
"3421563","6","0"
"3421564","4","0"
"3421565","6","0"
"3421566","8","0"
"3421567","5","0"
"3421568","7","0"
"3421569","6","0"
"3421570","4","0"
"3421571","3","0"
"3421572","7","0"
"3421573","3","4"
"3421574","8","0"
"3421575","9","0"
"3421576","6","0"
"3421577","3","0"
"3421578","1","0"
"3421579","9","0"
"3421580","5","0"
"3421581","1","0"
"3421582","6","0"
"3421583","4","0"
"3421585","7","0"
"3421586","6","0"
"3421587","1","0"
"3421588","1","0"
"3421589","6","0"
"3421590","9","0"
"3421591","4","0"
"3421592","4","0"
"3421593","3","0"
"3421594","5","0"
"3421595","6","1"
"3421596","5","0"
"3421597","3","0"
"3421598","4","0"
"3421599","5","0"
"3421600","3","1"
"3421601","7","0"
"3421602","6","0"
"3421603","5","0"
"3421604","5","0"
"3421605","6","0"
"3421606","6","0"
"3421607","5","0"
"3421608","9","0"
"3421609","5","0"
"3421610","4","0"
"3421611","9","0"
"3421612","8","0"
"3421613","5","0"
"3421614","3","0"
"3421615","5","0"
"3421616","3","0"
"3421617","5","0"
"3421618","2","0"
"3421619","5","0"
"3421620","3","0"
"3421621","4","0"
"3421622","5","0"
"3421623","3","0"
"3421624","10","0"
"3421625","5","0"
"3421626","5","0"
"3421627","5","1"
"3421628","2","1"
"3421629","1","1"
"3421630","7","0"
"3421631","3","0"
"3421632","2","0"
"3421633","3","0"
"3421634","4","0"
"3421635","6","0"
"3421636","2","0"
"3421637","5","0"
"3421638","3","0"
"3421639","1","0"
"3421640","5","0"
"3421641","6","2"
"3421642","6","0"
"3421643","5","0"
"3421644","8","0"
"3421645","3","1"
"3421646","6","0"
"3421647","9","0"
"3421648","6","0"
"3421649","9","0"
"3421650","1","1"
"3421651","4","0"
"3421652","6","0"
"3421653","4","0"
"3421654","2","0"
"3421655","7","0"
"3421656","5","0"
"3421657","9","0"
"3421658","7","0"
"3421659","8","0"
"3421660","2","0"
"3421661","2","0"
"3421662","6","0"
"3421663","7","0"
